,,,,Nation,Pos,Age,Playing Time,Playing Time,Playing Time,Playing Time,Performance,Performance,Performance,Performance,Performance,Performance,Performance,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Expected,Expected,Expected,Expected,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes,Per 90 Minutes
ESP-La Liga,2122,Rayo Vallecano,Catena,ESP,DF,26.0,36,36,3240.0,36.0,2.0,2.0,2.0,0.0,0.0,8.0,0.0,0.06,0.06,0.11,0.06,0.11,1.6,1.6,0.7,2.3,0.04,0.02,0.06,0.04,0.06
ESP-La Liga,2122,Rayo Vallecano,Esteban Saveljich,MNE,DF,30.0,21,21,1700.0,18.9,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.8,0.8,0.3,1.1,0.04,0.01,0.06,0.04,0.06
ESP-La Liga,2122,Rayo Vallecano,Francisco Garcia,ESP,DF,21.0,34,34,3025.0,33.6,1.0,0.0,1.0,0.0,0.0,4.0,0.0,0.03,0.0,0.03,0.03,0.03,0.8,0.8,1.2,2.0,0.02,0.04,0.06,0.02,0.06
ESP-La Liga,2122,Rayo Vallecano,Iker Recio,ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Rayo Vallecano,Isaac Palazón Camacho,ESP,"FW,MF",26.0,34,27,2288.0,25.4,2.0,4.0,2.0,0.0,0.0,7.0,0.0,0.08,0.16,0.24,0.08,0.24,3.3,3.3,2.5,5.8,0.13,0.1,0.23,0.13,0.23
ESP-La Liga,2122,Rayo Vallecano,Iván Arboleda,COL,GK,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Rayo Vallecano,Iván Balliu,ALB,DF,29.0,35,35,3147.0,35.0,1.0,2.0,1.0,0.0,0.0,10.0,1.0,0.03,0.06,0.09,0.03,0.09,0.6,0.6,4.0,4.7,0.02,0.12,0.13,0.02,0.13
ESP-La Liga,2122,Rayo Vallecano,Jorge Moreno,ESP,DF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Rayo Vallecano,José Pozo,ESP,MF,25.0,5,0,72.0,0.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.3,0.5,0.16,0.43,0.6,0.16,0.6
ESP-La Liga,2122,Rayo Vallecano,Kévin Rodrigues,POR,"DF,FW",27.0,13,5,435.0,4.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.02,0.02,0.03,0.02,0.03
ESP-La Liga,2122,Rayo Vallecano,Luca Zidane,FRA,"GK,MF",23.0,8,8,645.0,7.2,0.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Rayo Vallecano,Mamadou Sylla,SEN,"FW,MF",27.0,12,1,253.0,2.8,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,1.7,1.7,0.5,2.2,0.6,0.17,0.77,0.6,0.77
ESP-La Liga,2122,Rayo Vallecano,Manuel Navarro,ESP,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Rayo Vallecano,Mario Hernández,ESP,"DF,FW",22.0,9,5,395.0,4.4,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.23,0.0,0.23,0.23,0.23,0.4,0.4,0.0,0.5,0.1,0.01,0.11,0.1,0.11
ESP-La Liga,2122,Rayo Vallecano,Mario Suárez,ESP,DF,34.0,14,8,712.0,7.9,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.9,0.9,0.0,0.9,0.11,0.01,0.12,0.11,0.12
ESP-La Liga,2122,Rayo Vallecano,Martín Merquelanz,ESP,FW,26.0,4,3,173.0,1.9,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.7,0.8,0.08,0.36,0.43,0.08,0.43
ESP-La Liga,2122,Rayo Vallecano,Morro,ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Rayo Vallecano,Nikola Maraš,SRB,DF,25.0,16,11,1044.0,11.6,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,0.01,0.0,0.01,0.01,0.01
ESP-La Liga,2122,Rayo Vallecano,Opponent Total,,,27.6,38,418,3420.0,38.0,49.0,33.0,42.0,7.0,9.0,110.0,3.0,1.29,0.87,2.16,1.11,1.97,46.7,39.9,32.0,71.9,1.23,0.84,2.07,1.05,1.89
ESP-La Liga,2122,Rayo Vallecano,Pathé Ciss,SEN,MF,27.0,31,11,1097.0,12.2,2.0,1.0,2.0,0.0,0.0,5.0,0.0,0.16,0.08,0.25,0.16,0.25,1.6,1.6,0.5,2.1,0.13,0.04,0.18,0.13,0.18
ESP-La Liga,2122,Rayo Vallecano,Radamel Falcao,COL,FW,35.0,22,8,838.0,9.3,6.0,0.0,6.0,0.0,0.0,1.0,0.0,0.64,0.0,0.64,0.64,0.64,4.4,4.4,0.7,5.1,0.47,0.07,0.55,0.47,0.55
ESP-La Liga,2122,Rayo Vallecano,Randy Ntekja,FRA,"FW,MF",23.0,34,16,1462.0,16.2,3.0,0.0,3.0,0.0,0.0,2.0,0.0,0.18,0.0,0.18,0.18,0.18,3.7,3.7,1.9,5.7,0.23,0.12,0.35,0.23,0.35
ESP-La Liga,2122,Rayo Vallecano,Santi Comesaña,ESP,MF,24.0,35,32,2682.0,29.8,1.0,2.0,1.0,0.0,0.0,12.0,1.0,0.03,0.07,0.1,0.03,0.1,4.0,4.0,2.5,6.4,0.13,0.08,0.21,0.13,0.21
ESP-La Liga,2122,Rayo Vallecano,Sergi Guardiola,ESP,FW,30.0,32,20,1710.0,19.0,8.0,2.0,7.0,1.0,1.0,3.0,0.0,0.42,0.11,0.53,0.37,0.47,7.2,6.4,1.4,7.8,0.38,0.07,0.45,0.34,0.41
ESP-La Liga,2122,Rayo Vallecano,Sergio Moreno,ESP,FW,22.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Rayo Vallecano,Squad Total,,,27.5,38,418,3420.0,38.0,38.0,28.0,34.0,4.0,4.0,101.0,3.0,1.0,0.74,1.74,0.89,1.63,45.4,42.3,31.5,73.8,1.19,0.83,2.02,1.11,1.94
ESP-La Liga,2122,Rayo Vallecano,Stole Dimitrievski,MKD,GK,27.0,31,30,2772.0,30.8,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Rayo Vallecano,Unai López,ESP,MF,25.0,27,13,1160.0,12.9,0.0,0.0,0.0,0.0,0.0,5.0,0.0,0.0,0.0,0.0,0.0,0.0,1.2,1.2,1.7,2.9,0.09,0.13,0.22,0.09,0.22
ESP-La Liga,2122,Rayo Vallecano,Yacine Qasmi,MAR,MF,30.0,1,0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Rayo Vallecano,Álvaro Aguirre,ESP,FW,21.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Rayo Vallecano,Álvaro García,ESP,FW,28.0,36,34,2998.0,33.3,7.0,4.0,7.0,0.0,0.0,6.0,0.0,0.21,0.12,0.33,0.21,0.33,6.3,6.3,5.1,11.4,0.19,0.15,0.34,0.19,0.34
ESP-La Liga,2122,Rayo Vallecano,Óscar Trejo,ARG,MF,33.0,32,24,2007.0,22.3,3.0,9.0,0.0,3.0,3.0,13.0,0.0,0.13,0.4,0.54,0.0,0.4,3.4,1.2,4.3,5.4,0.15,0.19,0.35,0.05,0.24
ESP-La Liga,2122,Rayo Vallecano,Óscar Valentín,ESP,MF,26.0,35,29,2569.0,28.5,0.0,0.0,0.0,0.0,0.0,8.0,0.0,0.0,0.0,0.0,0.0,0.0,1.1,1.1,1.1,2.2,0.04,0.04,0.08,0.04,0.08
ESP-La Liga,2122,Real Madrid,Andriy Lunin,UKR,GK,22.0,2,2,180.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Real Madrid,Blanco,ESP,MF,21.0,1,0,31.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Real Madrid,Casemiro,BRA,MF,29.0,32,31,2569.0,28.5,1.0,3.0,1.0,0.0,0.0,11.0,0.0,0.04,0.11,0.14,0.04,0.14,2.4,2.4,2.6,5.0,0.08,0.09,0.17,0.08,0.17
ESP-La Liga,2122,Real Madrid,Dani Carvajal,ESP,DF,29.0,24,17,1551.0,17.2,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.06,0.17,0.23,0.06,0.23,0.5,0.5,2.4,2.9,0.03,0.14,0.17,0.03,0.17
ESP-La Liga,2122,Real Madrid,Dani Ceballos,ESP,MF,24.0,11,2,276.0,3.1,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.22,0.04,0.27,0.22,0.27
ESP-La Liga,2122,Real Madrid,David Alaba,AUT,DF,29.0,30,30,2642.0,29.4,2.0,3.0,2.0,0.0,0.0,2.0,0.0,0.07,0.1,0.17,0.07,0.17,1.6,1.6,2.4,3.9,0.05,0.08,0.13,0.05,0.13
ESP-La Liga,2122,Real Madrid,Diego Piñeiro,ESP,GK,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Madrid,Eden Hazard,BEL,"FW,MF",30.0,18,7,717.0,8.0,0.0,1.0,0.0,0.0,0.0,3.0,0.0,0.0,0.13,0.13,0.0,0.13,1.2,1.2,2.6,3.7,0.15,0.32,0.47,0.15,0.47
ESP-La Liga,2122,Real Madrid,Eduardo Camavinga,FRA,MF,18.0,26,13,1236.0,13.7,2.0,1.0,2.0,0.0,0.0,8.0,0.0,0.15,0.07,0.22,0.15,0.22,1.0,1.0,1.2,2.2,0.07,0.09,0.16,0.07,0.16
ESP-La Liga,2122,Real Madrid,Federico Valverde,URU,MF,23.0,31,19,1833.0,20.4,0.0,1.0,0.0,0.0,0.0,2.0,0.0,0.0,0.05,0.05,0.0,0.05,1.0,1.0,2.1,3.0,0.05,0.1,0.15,0.05,0.15
ESP-La Liga,2122,Real Madrid,Ferland Mendy,FRA,DF,26.0,22,20,1734.0,19.3,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.1,0.05,0.16,0.1,0.16,1.1,1.1,1.3,2.4,0.06,0.07,0.13,0.06,0.13
ESP-La Liga,2122,Real Madrid,Gareth Bale,WAL,FW,32.0,5,4,280.0,3.1,1.0,0.0,1.0,0.0,0.0,2.0,0.0,0.32,0.0,0.32,0.32,0.32,1.2,1.2,0.0,1.3,0.39,0.01,0.4,0.39,0.4
ESP-La Liga,2122,Real Madrid,Isco,ESP,"MF,FW",29.0,14,3,331.0,3.7,1.0,0.0,1.0,0.0,0.0,1.0,0.0,0.27,0.0,0.27,0.27,0.27,1.2,1.2,1.0,2.2,0.32,0.28,0.6,0.32,0.6
ESP-La Liga,2122,Real Madrid,Jesús Vallejo,ESP,DF,24.0,5,4,341.0,3.8,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.01,0.01,0.0,0.01
ESP-La Liga,2122,Real Madrid,Karim Benzema,FRA,FW,33.0,32,31,2593.0,28.8,27.0,12.0,20.0,7.0,11.0,0.0,0.0,0.94,0.42,1.35,0.69,1.11,23.5,15.2,9.5,24.7,0.82,0.33,1.14,0.53,0.86
ESP-La Liga,2122,Real Madrid,Latasa,ESP,FW,20.0,1,0,9.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.0,0.1,1.19,0.0,1.19,1.19,1.19
ESP-La Liga,2122,Real Madrid,Lucas Vázquez,ESP,DF,30.0,29,20,1833.0,20.4,3.0,0.0,3.0,0.0,0.0,3.0,0.0,0.15,0.0,0.15,0.15,0.15,1.8,1.8,2.7,4.5,0.09,0.13,0.22,0.09,0.22
ESP-La Liga,2122,Real Madrid,Luis López,ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Madrid,Luka Jović,SRB,FW,23.0,15,1,369.0,4.1,1.0,3.0,1.0,0.0,0.0,1.0,0.0,0.24,0.73,0.98,0.24,0.98,2.3,2.3,0.8,3.1,0.57,0.2,0.76,0.57,0.76
ESP-La Liga,2122,Real Madrid,Luka Modrić,CRO,MF,35.0,28,25,2032.0,22.6,2.0,8.0,1.0,1.0,1.0,4.0,0.0,0.09,0.35,0.44,0.04,0.4,2.7,2.0,4.2,6.2,0.12,0.19,0.31,0.09,0.27
ESP-La Liga,2122,Real Madrid,Marcelo,BRA,DF,33.0,12,5,525.0,5.8,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.34,0.34,0.0,0.34,0.3,0.3,0.6,0.9,0.05,0.1,0.15,0.05,0.15
ESP-La Liga,2122,Real Madrid,Marco Asensio,ESP,"FW,MF",25.0,31,19,1731.0,19.2,10.0,0.0,10.0,0.0,0.0,2.0,0.0,0.52,0.0,0.52,0.52,0.52,7.4,7.4,2.3,9.6,0.38,0.12,0.5,0.38,0.5
ESP-La Liga,2122,Real Madrid,Mariano,DOM,FW,27.0,9,3,342.0,3.8,1.0,1.0,1.0,0.0,0.0,2.0,0.0,0.26,0.26,0.53,0.26,0.53,2.2,2.2,0.6,2.8,0.57,0.17,0.74,0.57,0.74
ESP-La Liga,2122,Real Madrid,Mario Gila,ESP,DF,20.0,2,0,25.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Real Madrid,Miguel Gutiérrez,ESP,DF,20.0,3,3,260.0,2.9,0.0,1.0,0.0,0.0,0.0,1.0,0.0,0.0,0.35,0.35,0.0,0.35,0.0,0.0,0.5,0.5,0.0,0.17,0.17,0.0,0.17
ESP-La Liga,2122,Real Madrid,Nacho,ESP,DF,31.0,28,17,1555.0,17.3,3.0,0.0,3.0,0.0,0.0,7.0,0.0,0.17,0.0,0.17,0.17,0.17,1.2,1.2,0.5,1.7,0.07,0.03,0.1,0.07,0.1
ESP-La Liga,2122,Real Madrid,Opponent Total,,,27.6,38,418,3420.0,38.0,31.0,20.0,28.0,3.0,5.0,82.0,3.0,0.82,0.53,1.34,0.74,1.26,47.1,43.2,33.7,76.9,1.24,0.89,2.13,1.14,2.02
ESP-La Liga,2122,Real Madrid,Peter González,DOM,"MF,DF",19.0,3,0,27.0,0.3,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.3,0.7,1.31,1.12,2.43,1.31,2.43
ESP-La Liga,2122,Real Madrid,Rafa,ESP,DF,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Madrid,Rodrygo,BRA,FW,20.0,33,17,1523.0,16.9,4.0,4.0,4.0,0.0,0.0,4.0,0.0,0.24,0.24,0.47,0.24,0.47,4.6,4.6,1.6,6.2,0.27,0.09,0.36,0.27,0.36
ESP-La Liga,2122,Real Madrid,Sergio Santos,ESP,DF,20.0,1,0,11.0,0.1,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.32,0.32,0.0,0.32
ESP-La Liga,2122,Real Madrid,Squad Total,,,27.7,38,418,3420.0,38.0,80.0,59.0,72.0,8.0,12.0,76.0,0.0,2.11,1.55,3.66,1.89,3.45,74.4,65.3,51.4,116.7,1.96,1.35,3.31,1.72,3.07
ESP-La Liga,2122,Real Madrid,Thibaut Courtois,BEL,GK,29.0,36,36,3240.0,36.0,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Real Madrid,Toni Fuidias,ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Madrid,Toni Kroos,GER,MF,31.0,28,25,2103.0,23.4,1.0,3.0,1.0,0.0,0.0,4.0,0.0,0.04,0.13,0.17,0.04,0.17,2.0,2.0,3.5,5.5,0.08,0.15,0.23,0.08,0.23
ESP-La Liga,2122,Real Madrid,Vinicius Júnior,BRA,FW,21.0,35,30,2690.0,29.9,17.0,10.0,17.0,0.0,0.0,6.0,0.0,0.57,0.33,0.9,0.57,0.9,13.1,13.1,7.8,20.9,0.44,0.26,0.7,0.44,0.7
ESP-La Liga,2122,Real Madrid,Álvaro Odriozola,ESP,DF,25.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Madrid,Éder Militão,BRA,DF,23.0,34,34,3031.0,33.7,1.0,2.0,1.0,0.0,0.0,5.0,0.0,0.03,0.06,0.09,0.03,0.09,2.7,2.7,1.2,3.9,0.08,0.04,0.11,0.08,0.11
ESP-La Liga,2122,Real Sociedad,Adnan Januzaj,BEL,"FW,MF",26.0,33,17,1625.0,18.1,3.0,0.0,1.0,2.0,2.0,5.0,0.0,0.17,0.0,0.17,0.06,0.06,4.0,2.5,3.4,5.9,0.22,0.19,0.41,0.14,0.33
ESP-La Liga,2122,Real Sociedad,Aihen Muñoz,ESP,DF,23.0,20,15,1342.0,14.9,0.0,0.0,0.0,0.0,0.0,4.0,1.0,0.0,0.0,0.0,0.0,0.0,0.2,0.1,0.5,0.6,0.01,0.03,0.05,0.01,0.04
ESP-La Liga,2122,Real Sociedad,Alex Sola,ESP,"DF,FW",22.0,2,0,41.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.1,0.2,0.2,0.18,0.38,0.2,0.38
ESP-La Liga,2122,Real Sociedad,Alexander Isak,SWE,FW,21.0,32,26,2140.0,23.8,6.0,2.0,4.0,2.0,3.0,6.0,0.0,0.25,0.08,0.34,0.17,0.25,10.9,8.6,3.0,11.7,0.46,0.13,0.59,0.36,0.49
ESP-La Liga,2122,Real Sociedad,Alexander Sørloth,NOR,FW,25.0,33,20,1763.0,19.6,4.0,0.0,4.0,0.0,0.0,2.0,0.0,0.2,0.0,0.2,0.2,0.2,6.5,6.5,2.6,9.1,0.33,0.13,0.47,0.33,0.47
ESP-La Liga,2122,Real Sociedad,Ander Barrenetxea,ESP,"FW,MF",19.0,11,6,547.0,6.1,1.0,1.0,1.0,0.0,0.0,0.0,0.0,0.16,0.16,0.33,0.16,0.33,0.4,0.4,1.0,1.4,0.06,0.17,0.23,0.06,0.23
ESP-La Liga,2122,Real Sociedad,Ander Guevara,ESP,MF,24.0,17,11,867.0,9.6,0.0,0.0,0.0,0.0,0.0,2.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.2,0.2,0.01,0.02,0.03,0.01,0.03
ESP-La Liga,2122,Real Sociedad,Ander Martin,ESP,"FW,MF",20.0,5,1,88.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.1,0.3,0.17,0.1,0.27,0.17,0.27
ESP-La Liga,2122,Real Sociedad,Andoni Gorosabel,ESP,DF,24.0,32,25,2289.0,25.4,0.0,4.0,0.0,0.0,0.0,4.0,0.0,0.0,0.16,0.16,0.0,0.16,0.6,0.6,2.8,3.3,0.02,0.11,0.13,0.02,0.13
ESP-La Liga,2122,Real Sociedad,Aritz Elustondo,ESP,DF,27.0,30,22,2105.0,23.4,4.0,1.0,4.0,0.0,0.0,3.0,1.0,0.17,0.04,0.21,0.17,0.21,2.1,2.1,0.2,2.2,0.09,0.01,0.1,0.09,0.1
ESP-La Liga,2122,Real Sociedad,Asier Illarramendi,ESP,MF,31.0,8,6,374.0,4.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.0,0.06,0.06,0.0,0.06
ESP-La Liga,2122,Real Sociedad,Beñat Turrientes,ESP,MF,19.0,8,1,207.0,2.3,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.4,0.4,0.2,0.6,0.19,0.08,0.27,0.19,0.27
ESP-La Liga,2122,Real Sociedad,Cristo,ESP,DF,21.0,1,0,17.0,0.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.1,0.1,0.03,0.39,0.42,0.03,0.42
ESP-La Liga,2122,Real Sociedad,David Silva,ESP,MF,35.0,25,22,1720.0,19.1,2.0,4.0,2.0,0.0,0.0,4.0,1.0,0.1,0.21,0.31,0.1,0.31,2.7,2.7,4.4,7.1,0.14,0.23,0.37,0.14,0.37
ESP-La Liga,2122,Real Sociedad,Diego Rico,ESP,DF,28.0,21,19,1644.0,18.3,0.0,0.0,0.0,0.0,0.0,4.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.9,1.1,0.01,0.05,0.06,0.01,0.06
ESP-La Liga,2122,Real Sociedad,Gaizka Ayesa,ESP,GK,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Germán Valera,ESP,"FW,MF",19.0,3,0,51.0,0.6,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.05,0.0,0.05,0.05,0.05
ESP-La Liga,2122,Real Sociedad,Igor Zubeldia,ESP,DF,24.0,26,19,1648.0,18.3,0.0,1.0,0.0,0.0,0.0,7.0,0.0,0.0,0.05,0.05,0.0,0.05,0.8,0.8,0.2,1.0,0.04,0.01,0.05,0.04,0.05
ESP-La Liga,2122,Real Sociedad,Jon Bautista,ESP,"FW,MF",26.0,1,0,45.0,0.5,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.06,0.0,0.06,0.06,0.06
ESP-La Liga,2122,Real Sociedad,Jon Guridi,ESP,MF,26.0,8,1,206.0,2.3,1.0,0.0,1.0,0.0,0.0,0.0,0.0,0.44,0.0,0.44,0.44,0.44,0.7,0.7,0.2,0.9,0.29,0.09,0.39,0.29,0.39
ESP-La Liga,2122,Real Sociedad,Jon Karrikaburu,ESP,FW,18.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Jon Pacheco,ESP,DF,20.0,10,4,381.0,4.2,0.0,0.0,0.0,0.0,0.0,1.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Real Sociedad,Jonathan Gomez,MEX,DF,17.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Joseba Zaldúa,ESP,DF,29.0,24,14,1172.0,13.0,0.0,0.0,0.0,0.0,0.0,6.0,0.0,0.0,0.0,0.0,0.0,0.0,0.2,0.2,0.4,0.5,0.01,0.03,0.04,0.01,0.04
ESP-La Liga,2122,Real Sociedad,Julen Lobete,ESP,"FW,MF",20.0,13,2,284.0,3.2,2.0,0.0,2.0,0.0,0.0,0.0,0.0,0.63,0.0,0.63,0.63,0.63,1.5,1.5,0.0,1.5,0.48,0.0,0.49,0.48,0.49
ESP-La Liga,2122,Real Sociedad,Martín Zubimendi,ESP,MF,22.0,36,26,2591.0,28.8,2.0,1.0,2.0,0.0,0.0,4.0,0.0,0.07,0.03,0.1,0.07,0.1,2.0,2.0,1.0,3.0,0.07,0.04,0.1,0.07,0.1
ESP-La Liga,2122,Real Sociedad,Mathew Ryan,AUS,GK,29.0,3,3,270.0,3.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0
ESP-La Liga,2122,Real Sociedad,Mikel Merino,ESP,MF,25.0,34,33,2890.0,32.1,3.0,2.0,3.0,0.0,0.0,8.0,0.0,0.09,0.06,0.16,0.09,0.16,4.3,4.3,3.5,7.7,0.13,0.11,0.24,0.13,0.24
ESP-La Liga,2122,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",24.0,22,19,1671.0,18.6,9.0,3.0,5.0,4.0,5.0,0.0,1.0,0.48,0.16,0.65,0.27,0.43,9.1,5.3,3.4,8.7,0.49,0.18,0.67,0.29,0.47
ESP-La Liga,2122,Real Sociedad,Naïs Djouahra,FRA,"FW,MF",21.0,7,1,219.0,2.4,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.3,0.3,0.3,0.6,0.11,0.12,0.23,0.11,0.23
ESP-La Liga,2122,Real Sociedad,Olasagasti,ESP,MF,20.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Opponent Total,,,27.7,38,418,3420.0,38.0,37.0,28.0,32.0,5.0,6.0,95.0,2.0,0.97,0.74,1.71,0.84,1.58,39.7,35.2,27.6,62.8,1.04,0.73,1.77,0.93,1.65
ESP-La Liga,2122,Real Sociedad,Portu,ESP,"FW,MF",29.0,37,17,1590.0,17.7,1.0,2.0,0.0,1.0,1.0,5.0,0.0,0.06,0.11,0.17,0.0,0.11,3.1,2.3,2.0,4.3,0.17,0.11,0.28,0.13,0.24
ESP-La Liga,2122,Real Sociedad,Rafinha,BRA,"MF,FW",28.0,17,13,1050.0,11.7,1.0,0.0,1.0,0.0,0.0,3.0,0.0,0.09,0.0,0.09,0.09,0.09,2.3,2.3,0.7,2.9,0.19,0.06,0.25,0.19,0.25
ESP-La Liga,2122,Real Sociedad,Roberto Navarro,ESP,"MF,FW",19.0,6,3,199.0,2.2,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.7,0.7,0.1,0.8,0.32,0.02,0.35,0.32,0.35
ESP-La Liga,2122,Real Sociedad,Robin Le Normand,FRA,DF,24.0,37,37,3330.0,37.0,1.0,1.0,1.0,0.0,0.0,6.0,0.0,0.03,0.03,0.05,0.03,0.05,1.3,1.3,0.2,1.5,0.03,0.01,0.04,0.03,0.04
ESP-La Liga,2122,Real Sociedad,Squad Total,,,25.7,38,418,3420.0,38.0,40.0,22.0,31.0,9.0,11.0,77.0,4.0,1.05,0.58,1.63,0.82,1.39,53.8,45.5,31.3,76.9,1.42,0.82,2.24,1.2,2.02
ESP-La Liga,2122,Real Sociedad,Unai Marrero,ESP,GK,19.0,0,0,,,,,,,,,,,,,,,,,,,,,,,
