,,,,Nation,Pos,Age,90s,Touches,Touches,Touches,Touches,Touches,Touches,Touches,Dribbles,Dribbles,Dribbles,Dribbles,Dribbles,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Carries,Receiving,Receiving,Receiving,Receiving
ESP-La Liga,2122,Sevilla,Luismi,ESP,FW,20.0,0.1,9,0,4,2,4,0,8,1,1,100.0,1,0,9,40,15,0,0,0,0,0,8,7,87.5,0
ESP-La Liga,2122,Sevilla,Marcos Acuña,ARG,DF,29.0,25.1,2208,69,689,1036,643,23,1897,45,65,69.2,48,3,1492,7355,4475,160,51,6,26,27,1559,1485,95.3,66
ESP-La Liga,2122,Sevilla,Marko Dmitrović,SRB,GK,29.0,6.0,238,209,237,1,0,0,195,0,0,,0,0,131,341,141,0,0,0,0,0,132,132,100.0,0
ESP-La Liga,2122,Sevilla,Munir El Haddadi,MAR,"FW,MF",25.0,5.3,212,4,27,101,93,21,211,1,3,33.3,1,0,128,506,239,11,5,0,12,11,220,143,65.0,26
ESP-La Liga,2122,Sevilla,Nemanja Gudelj,SRB,"MF,DF",29.0,11.6,781,99,400,385,36,3,759,0,0,,0,0,493,2581,1184,25,3,0,5,2,546,522,95.6,4
ESP-La Liga,2122,Sevilla,Opponent Total,,,27.8,38.0,19209,2423,6478,8915,4940,754,17437,249,486,51.2,269,39,11202,57891,30959,1267,410,119,439,379,13722,11450,83.4,929
ESP-La Liga,2122,Sevilla,Oussama Idrissi,MAR,"FW,MF",25.0,1.4,73,1,4,29,47,7,71,7,11,63.6,9,1,61,265,147,11,3,2,1,3,75,58,77.3,11
ESP-La Liga,2122,Sevilla,Papu Gómez,ARG,"MF,FW",33.0,19.8,1192,23,220,640,467,45,1152,30,53,56.6,32,2,966,6659,3879,192,69,10,33,36,1094,961,87.8,61
ESP-La Liga,2122,Sevilla,Pedro Ortiz,ESP,MF,20.0,0.1,16,1,2,9,5,1,16,0,0,,0,0,12,34,25,1,0,0,0,0,14,14,100.0,0
ESP-La Liga,2122,Sevilla,Rafa Mir,ESP,FW,24.0,20.1,573,20,62,298,240,86,535,14,25,56.0,16,2,289,1543,688,25,11,10,68,28,847,407,48.1,94
ESP-La Liga,2122,Sevilla,Squad Total,,,28.6,38.0,26188,2960,9167,12291,6169,845,24382,291,538,54.1,320,25,17605,81070,41934,1578,473,136,527,406,20853,18459,88.5,1180
ESP-La Liga,2122,Sevilla,Suso,ESP,FW,27.0,4.3,228,1,19,102,126,10,219,4,9,44.4,4,1,168,798,397,19,9,1,9,5,212,188,88.7,28
ESP-La Liga,2122,Sevilla,Thomas Delaney,DEN,MF,29.0,17.2,981,58,267,571,171,26,966,6,9,66.7,7,0,569,2190,997,34,9,1,8,13,705,641,90.9,22
ESP-La Liga,2122,Sevilla,Valentino Scotta,ESP,DF,19.0,0.0,1,0,0,1,0,0,1,0,0,,0,0,1,0,0,0,0,0,0,1,0,0,,0
ESP-La Liga,2122,Sevilla,Yassine Bounou,MAR,GK,30.0,31.0,1138,1047,1137,3,0,0,840,1,1,100.0,1,0,572,2229,835,0,0,0,0,0,573,572,99.8,0
ESP-La Liga,2122,Sevilla,Youssef En-Nesyri,MAR,FW,24.0,14.2,334,21,45,149,150,67,318,6,16,37.5,6,0,156,579,253,14,2,6,28,14,487,220,45.2,77
ESP-La Liga,2122,Sevilla,Érik Lamela,ARG,FW,29.0,11.3,636,4,79,291,313,56,622,13,28,46.4,17,2,481,2710,1452,82,23,12,27,37,592,475,80.2,86
ESP-La Liga,2122,Sevilla,Óliver Torres,ESP,"MF,FW",26.0,11.2,772,13,137,460,231,26,750,13,22,59.1,13,1,585,2636,1368,55,23,5,21,20,690,597,86.5,50
ESP-La Liga,2122,Sevilla,Óscar Rodríguez Arnaiz,ESP,"FW,MF",23.0,4.6,274,10,49,133,114,15,258,9,16,56.3,9,1,199,911,404,23,9,2,12,6,238,203,85.3,27
ESP-La Liga,2122,Valencia,Bryan,ESP,"MF,FW",20.0,8.4,386,3,54,130,234,27,357,20,36,55.6,21,3,288,1540,804,30,12,7,35,23,309,246,79.6,64
ESP-La Liga,2122,Valencia,Carlos Soler,ESP,MF,24.0,27.5,1229,45,212,601,487,58,1011,17,37,45.9,20,3,683,3663,1941,80,25,6,34,25,828,699,84.4,84
ESP-La Liga,2122,Valencia,Cristhian Mosquera,COL,DF,17.0,2.4,91,11,36,57,3,1,88,0,1,0.0,1,0,51,300,104,3,0,0,1,0,58,55,94.8,0
ESP-La Liga,2122,Valencia,Cristiano Piccini,ITA,DF,28.0,3.6,183,13,69,83,43,3,150,7,8,87.5,7,0,94,545,334,13,7,1,1,3,81,73,90.1,3
ESP-La Liga,2122,Valencia,Daniel Wass,DEN,MF,32.0,17.6,827,37,161,506,201,13,746,10,11,90.9,10,1,448,2073,1125,49,21,1,10,8,528,466,88.3,20
ESP-La Liga,2122,Valencia,Denis Cheryshev,RUS,MF,30.0,6.3,259,10,49,93,131,23,244,6,13,46.2,7,4,146,741,380,22,6,4,12,5,195,134,68.7,23
ESP-La Liga,2122,Valencia,Dimitri Foulquier,FRA,DF,28.0,26.0,1268,89,395,653,308,18,1028,16,25,64.0,19,5,651,3937,2438,90,36,3,17,22,631,575,91.1,19
ESP-La Liga,2122,Valencia,Eray Cömert,SUI,DF,23.0,4.5,220,34,119,111,5,4,216,0,0,,0,0,135,882,394,13,0,0,1,0,144,144,100.0,1
ESP-La Liga,2122,Valencia,Gabriel Paulista,BRA,DF,30.0,17.7,812,173,486,351,15,8,753,2,5,40.0,3,0,396,2408,1381,29,0,0,3,3,331,325,98.2,2
ESP-La Liga,2122,Valencia,Giorgi Mamardashvili,GEO,GK,20.0,18.0,547,462,543,4,0,0,325,0,0,,0,0,190,1064,595,0,0,0,1,1,140,139,99.3,0
ESP-La Liga,2122,Valencia,Gonçalo Guedes,POR,"FW,MF",24.0,29.0,1266,7,103,541,760,107,1180,54,104,51.9,57,3,966,6074,3741,181,78,15,75,62,1282,926,72.2,211
ESP-La Liga,2122,Valencia,Hugo Duro,ESP,"FW,MF",21.0,20.4,657,24,99,278,317,73,639,13,24,54.2,14,2,370,1067,508,23,9,5,63,53,759,429,56.5,92
ESP-La Liga,2122,Valencia,Hugo Guillamón,ESP,"MF,DF",21.0,26.2,1342,94,426,793,190,11,1263,7,14,50.0,8,0,767,3354,1733,67,16,1,16,22,796,761,95.6,20
ESP-La Liga,2122,Valencia,Hélder Costa,ANG,"MF,FW",27.0,12.4,459,13,90,178,232,41,446,28,54,51.9,29,4,329,1981,1278,54,15,7,29,31,414,286,69.1,56
ESP-La Liga,2122,Valencia,Ilaix Moriba,GUI,MF,18.0,9.1,434,17,113,233,129,19,431,9,18,50.0,10,0,281,1475,768,32,12,1,22,13,285,260,91.2,13
ESP-La Liga,2122,Valencia,Jason,ESP,"MF,DF",27.0,0.8,50,1,13,17,26,3,47,1,3,33.3,1,0,30,270,175,5,3,0,2,3,36,29,80.6,7
ESP-La Liga,2122,Valencia,Jasper Cillessen,NED,GK,32.0,16.2,484,427,479,5,0,0,337,0,0,,0,0,217,1116,689,1,0,0,0,0,183,182,99.5,0
ESP-La Liga,2122,Valencia,Jaume Doménech,ESP,GK,30.0,3.8,119,109,118,2,0,0,73,0,0,,0,0,45,284,155,0,0,0,0,0,32,32,100.0,0
ESP-La Liga,2122,Valencia,Jesus Vazquez,ESP,DF,18.0,9.0,474,27,130,203,167,13,388,19,26,73.1,20,1,264,1285,836,37,9,1,22,12,238,209,87.8,21
ESP-La Liga,2122,Valencia,Jesús Santiago,ESP,MF,17.0,0.9,43,1,7,23,15,0,41,1,1,100.0,1,0,25,128,51,4,2,0,0,1,23,22,95.7,1
ESP-La Liga,2122,Valencia,José Luis Gayà,ESP,DF,26.0,20.8,1079,55,332,492,332,26,867,15,26,57.7,15,0,581,2874,1557,78,36,4,9,13,630,563,89.4,46
ESP-La Liga,2122,Valencia,Koba Koindredi,FRA,MF,19.0,2.0,83,6,24,42,22,3,82,0,1,0.0,0,0,38,264,188,8,4,0,1,7,53,44,83.0,5
ESP-La Liga,2122,Valencia,Manu Vallejo,ESP,"FW,MF",24.0,1.1,56,2,8,18,34,6,48,1,2,50.0,1,0,37,181,110,5,1,1,2,2,55,36,65.5,5
ESP-La Liga,2122,Valencia,Maranhão,BRA,"FW,MF",24.0,10.8,359,10,41,149,195,45,350,14,34,41.2,14,2,220,1100,694,31,11,7,25,20,403,231,57.3,71
ESP-La Liga,2122,Valencia,Mario Dominguez,ESP,FW,17.0,0.3,3,0,1,1,1,0,3,0,0,,0,0,1,0,0,0,0,0,0,0,5,2,40.0,1
ESP-La Liga,2122,Valencia,Maxi Gómez,URU,FW,24.0,21.7,644,17,37,329,312,87,622,6,20,30.0,8,1,348,1412,617,37,13,10,62,24,886,492,55.5,116
ESP-La Liga,2122,Valencia,Mouctar Diakhaby,GUI,DF,24.0,21.6,970,175,519,443,57,19,934,12,17,70.6,13,1,500,3035,1543,42,4,1,4,6,462,446,96.5,4
ESP-La Liga,2122,Valencia,Omar Alderete,PAR,DF,24.0,26.7,1295,211,695,616,63,25,1240,11,15,73.3,12,0,587,3988,2354,57,9,2,6,8,567,555,97.9,3
ESP-La Liga,2122,Valencia,Opponent Total,,,27.8,38.0,22295,2424,7531,10444,5662,815,20259,300,572,52.4,336,33,13551,67453,36086,1365,439,125,493,441,16265,13862,85.2,1177
ESP-La Liga,2122,Valencia,Ruben Lendinez,ESP,DF,18.0,1.5,71,6,27,38,7,3,68,0,0,,0,0,34,203,104,5,1,0,0,0,37,37,100.0,0
ESP-La Liga,2122,Valencia,Rubén Sobrino,ESP,MF,29.0,0.2,5,0,3,2,0,0,5,1,1,100.0,1,0,2,15,9,1,0,0,0,0,3,1,33.3,0
ESP-La Liga,2122,Valencia,Squad Total,,,24.8,38.0,18150,2184,6029,8163,5068,717,16176,326,601,54.2,358,36,10131,54904,30797,1169,397,97,521,425,11935,9730,81.5,1011
ESP-La Liga,2122,Valencia,Thierry Correia,POR,DF,22.0,15.7,840,39,274,359,250,16,702,10,30,33.3,15,1,430,2257,1239,49,15,2,20,14,449,393,87.5,35
ESP-La Liga,2122,Valencia,Toni Lato,ESP,"DF,MF",23.0,6.6,372,20,124,154,107,6,306,8,10,80.0,10,1,183,860,399,17,4,0,3,4,187,166,88.8,10
ESP-La Liga,2122,Valencia,Uroš Račić,SRB,MF,23.0,13.4,659,33,162,384,145,16,648,10,16,62.5,11,0,382,1727,712,33,12,2,13,13,431,387,89.8,17
ESP-La Liga,2122,Valencia,Yunus Musah,USA,"MF,FW",18.0,14.0,564,13,80,274,280,43,538,28,49,57.1,30,4,412,2801,1841,73,36,16,32,27,474,385,81.2,61
ESP-La Liga,2122,Villarreal,Alberto Moreno,ESP,"MF,DF",29.0,13.6,785,25,145,370,322,42,725,8,15,53.3,12,2,538,2648,1482,69,28,5,27,16,675,538,79.7,77
ESP-La Liga,2122,Villarreal,Alfonso Pedraza,ESP,DF,25.0,18.9,1256,63,330,510,504,82,1078,30,56,53.6,31,5,806,4872,2981,138,46,28,37,24,855,754,88.2,91
ESP-La Liga,2122,Villarreal,Arnaut Groeneveld,NED,FW,24.0,16.4,573,5,39,169,408,134,542,26,63,41.3,30,5,449,2340,1585,95,20,34,29,22,681,448,65.8,151
ESP-La Liga,2122,Villarreal,Aïssa Mandi,ALG,DF,29.0,15.3,1109,157,633,518,39,12,1069,0,0,,0,0,744,3790,2012,35,7,0,3,3,839,835,99.5,3
ESP-La Liga,2122,Villarreal,Boulaye Dia,SEN,FW,24.0,14.1,413,4,42,182,213,88,398,13,23,56.5,13,0,274,1355,621,27,7,9,37,25,552,308,55.8,119
ESP-La Liga,2122,Villarreal,Carlo,ESP,MF,20.0,0.1,5,0,1,4,1,0,5,0,0,,0,0,4,37,34,3,1,0,0,0,4,4,100.0,0
ESP-La Liga,2122,Villarreal,Dani Raba,ESP,"MF,FW",25.0,1.0,64,3,14,28,26,4,55,1,2,50.0,1,0,42,185,80,3,2,1,6,2,49,39,79.6,15
ESP-La Liga,2122,Villarreal,Daniel Parejo,ESP,MF,32.0,30.0,2368,69,447,1419,593,20,2127,20,30,66.7,21,4,1550,6106,2828,116,28,1,14,22,1770,1676,94.7,42
ESP-La Liga,2122,Villarreal,Francis Coquelin,FRA,MF,30.0,9.2,605,19,105,345,191,28,599,15,21,71.4,15,0,427,1947,1018,45,15,2,15,20,486,433,89.1,47
ESP-La Liga,2122,Villarreal,Gerard Moreno,ESP,FW,29.0,13.2,637,16,51,324,302,82,626,34,54,63.0,34,3,496,2175,1006,65,22,10,27,29,706,532,75.4,110
ESP-La Liga,2122,Villarreal,Gerónimo Rulli,ARG,GK,29.0,32.0,1365,1134,1359,8,0,0,1064,0,0,,0,0,778,3638,2253,0,0,0,1,2,747,743,99.5,0
ESP-La Liga,2122,Villarreal,Giovani Lo Celso,ARG,"MF,FW",25.0,11.0,680,7,83,364,292,47,658,19,39,48.7,22,5,529,3157,1397,61,23,7,22,15,636,532,83.6,80
ESP-La Liga,2122,Villarreal,Juan Foyth,ARG,DF,23.0,21.4,1414,89,493,778,254,19,1215,20,30,66.7,22,1,858,5166,2969,94,33,5,12,20,859,805,93.7,18
ESP-La Liga,2122,Villarreal,Manu Trigueros,ESP,"MF,FW",29.0,24.2,1466,43,215,856,475,54,1420,11,18,61.1,12,0,1007,4003,1940,102,39,3,28,34,1349,1133,84.0,127
ESP-La Liga,2122,Villarreal,Mario Gaspar,ESP,DF,30.0,6.9,426,26,150,205,97,16,364,3,5,60.0,4,0,226,1026,689,20,8,0,7,3,285,258,90.5,18
ESP-La Liga,2122,Villarreal,Moi Gómez,ESP,"MF,FW",27.0,14.3,712,13,120,330,313,35,675,12,24,50.0,13,0,530,2947,1312,67,17,8,11,18,643,514,79.9,86
ESP-La Liga,2122,Villarreal,Nicolas Jackson,SEN,FW,20.0,1.8,88,1,5,42,51,17,86,3,6,50.0,4,0,60,368,231,9,5,3,8,6,111,70,63.1,23
ESP-La Liga,2122,Villarreal,Nikita Iosifov,RUS,MF,20.0,0.0,4,0,0,0,4,1,4,1,1,100.0,1,0,5,17,10,1,0,0,0,1,5,4,80.0,2
ESP-La Liga,2122,Villarreal,Opponent Total,,,27.6,38.0,19770,2550,7027,8841,5009,774,18056,247,479,51.6,280,26,12161,61852,33162,1268,398,152,426,354,14313,12017,84.0,892
ESP-La Liga,2122,Villarreal,Paco Alcácer,ESP,FW,27.0,8.7,248,3,17,106,132,44,230,4,7,57.1,4,0,133,547,265,12,4,1,19,7,319,172,53.9,56
ESP-La Liga,2122,Villarreal,Pau Torres,ESP,DF,24.0,31.7,2271,309,1190,1202,120,37,2182,30,36,83.3,32,1,1531,11062,7305,179,41,1,14,7,1653,1619,97.9,3
ESP-La Liga,2122,Villarreal,Pervis Estupiñán,ECU,DF,23.0,17.5,1249,54,334,576,414,38,1078,18,28,64.3,18,2,771,3791,1931,92,31,7,18,19,838,737,87.9,66
ESP-La Liga,2122,Villarreal,Raúl Albiol,ESP,DF,35.0,27.4,1777,287,1048,842,34,8,1727,5,8,62.5,5,0,1116,7359,4212,72,2,0,4,4,1218,1206,99.0,0
ESP-La Liga,2122,Villarreal,Rubén Peña,ESP,"MF,FW",30.0,1.5,85,3,17,39,35,7,83,3,9,33.3,3,0,57,363,218,12,3,1,3,4,68,54,79.4,12
ESP-La Liga,2122,Villarreal,Samuel Chukwueze,NGA,"MF,FW",22.0,14.8,695,3,78,307,392,118,689,58,109,53.2,62,8,594,3685,2376,130,37,41,43,37,697,551,79.1,100
ESP-La Liga,2122,Villarreal,Serge Aurier,CIV,DF,28.0,11.2,869,38,300,406,208,22,777,10,17,58.8,10,1,544,2018,1126,48,15,3,13,12,591,555,93.9,30
ESP-La Liga,2122,Villarreal,Sergio Asenjo,ESP,GK,32.0,6.0,246,214,245,1,0,0,187,0,0,,0,0,130,544,297,0,0,0,0,0,111,110,99.1,0
ESP-La Liga,2122,Villarreal,Squad Total,,,28.0,38.0,24546,2745,8205,11753,6215,1087,22755,405,711,57.0,432,42,16350,86292,47881,1749,503,194,476,406,19377,16875,87.1,1447
ESP-La Liga,2122,Villarreal,Vicente Iborra,ESP,MF,33.0,11.5,730,50,226,454,98,10,724,4,5,80.0,4,1,468,1871,928,25,11,1,5,6,541,511,94.5,13
ESP-La Liga,2122,Villarreal,Yeremi Pino,ESP,"MF,FW",18.0,18.6,806,18,110,300,455,106,799,26,59,44.1,28,1,587,3044,1665,97,19,21,48,29,864,584,67.6,125
ESP-La Liga,2122,Villarreal,Étienne Capoue,FRA,MF,33.0,25.4,1600,92,408,1068,242,16,1569,31,46,67.4,31,3,1096,6231,3110,132,39,2,25,19,1225,1150,93.9,33
