,,,,Nation,Pos,Age,90s,Att,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Pass Types,Corner Kicks,Corner Kicks,Corner Kicks,Height,Height,Height,Body Parts,Body Parts,Body Parts,Body Parts,Body Parts,Outcomes,Outcomes,Outcomes,Outcomes,Outcomes
ESP-La Liga,2122,Sevilla,Óliver Torres,ESP,"MF,FW",26.0,11.2,646,621,25,8,1,92,39,18,5,0,3,1,444,55,147,41,570,18,8,7,521,3,11,21,14
ESP-La Liga,2122,Sevilla,Óscar Rodríguez Arnaiz,ESP,"FW,MF",23.0,4.6,210,193,17,4,1,26,14,7,12,1,8,0,146,21,43,28,170,7,1,2,166,0,3,7,6
ESP-La Liga,2122,Valencia,Bryan,ESP,"MF,FW",20.0,8.4,243,213,30,9,1,40,11,26,15,9,4,0,143,38,62,212,15,7,5,2,156,2,11,15,4
ESP-La Liga,2122,Valencia,Carlos Soler,ESP,MF,24.0,27.5,984,766,218,121,4,137,76,49,88,35,40,4,539,121,324,130,790,38,2,8,680,6,28,31,31
ESP-La Liga,2122,Valencia,Cristhian Mosquera,COL,DF,17.0,2.4,76,73,3,1,0,8,4,0,0,0,0,0,56,6,14,10,59,5,1,0,67,0,0,1,0
ESP-La Liga,2122,Valencia,Cristiano Piccini,ITA,DF,28.0,3.6,140,107,33,0,0,20,9,6,0,0,0,0,57,26,57,13,84,9,33,0,96,1,4,8,3
ESP-La Liga,2122,Valencia,Daniel Wass,DEN,MF,32.0,17.6,682,601,81,39,0,101,26,19,14,3,6,1,410,108,164,46,566,40,5,2,538,1,11,14,9
ESP-La Liga,2122,Valencia,Denis Cheryshev,RUS,MF,30.0,6.3,169,153,16,6,0,28,7,18,6,1,1,0,98,35,36,124,22,13,4,3,108,0,7,11,11
ESP-La Liga,2122,Valencia,Dimitri Foulquier,FRA,DF,28.0,26.0,1007,762,245,26,0,131,27,35,0,0,0,0,468,275,264,113,601,52,219,4,705,2,38,31,52
ESP-La Liga,2122,Valencia,Eray Cömert,SUI,DF,23.0,4.5,190,186,4,3,0,12,7,0,0,0,0,0,137,9,44,16,161,11,1,0,158,0,4,2,0
ESP-La Liga,2122,Valencia,Gabriel Paulista,BRA,DF,30.0,17.7,601,538,63,52,0,79,32,0,0,0,0,0,360,62,179,71,451,57,2,5,484,1,9,10,3
ESP-La Liga,2122,Valencia,Giorgi Mamardashvili,GEO,GK,20.0,18.0,495,269,226,79,0,30,22,0,0,0,0,0,149,9,337,305,107,0,0,57,288,3,20,1,3
ESP-La Liga,2122,Valencia,Gonçalo Guedes,POR,"FW,MF",24.0,29.0,884,795,89,21,2,157,45,70,29,13,10,1,530,146,208,75,721,42,25,8,582,3,23,44,52
ESP-La Liga,2122,Valencia,Hugo Duro,ESP,"FW,MF",21.0,20.4,391,372,19,4,1,105,2,8,0,0,0,0,224,93,74,196,103,44,4,12,282,2,8,12,15
ESP-La Liga,2122,Valencia,Hugo Guillamón,ESP,"MF,DF",21.0,26.2,1089,987,102,92,1,200,61,4,1,1,0,0,698,139,252,195,799,47,5,7,897,1,32,31,14
ESP-La Liga,2122,Valencia,Hélder Costa,ANG,"MF,FW",27.0,12.4,293,279,14,1,0,45,8,37,9,3,0,3,176,51,66,204,58,20,3,1,188,1,8,14,21
ESP-La Liga,2122,Valencia,Ilaix Moriba,GUI,MF,18.0,9.1,290,281,9,8,0,77,10,4,0,0,0,0,203,36,51,35,225,14,1,1,224,3,6,6,5
ESP-La Liga,2122,Valencia,Jason,ESP,"MF,DF",27.0,0.8,31,27,4,1,0,3,3,3,1,0,0,0,16,5,10,2,24,2,2,0,24,0,1,0,1
ESP-La Liga,2122,Valencia,Jasper Cillessen,NED,GK,32.0,16.2,446,297,149,50,0,31,14,0,0,0,0,0,165,28,253,45,309,0,0,69,292,2,11,2,0
ESP-La Liga,2122,Valencia,Jaume Doménech,ESP,GK,30.0,3.8,107,61,46,14,0,9,2,0,0,0,0,0,27,5,75,8,83,0,0,8,66,0,3,0,1
ESP-La Liga,2122,Valencia,Jesus Vazquez,ESP,DF,18.0,9.0,345,257,88,1,0,45,4,16,0,0,0,0,178,102,65,201,29,16,87,3,254,0,2,5,21
ESP-La Liga,2122,Valencia,Jesús Santiago,ESP,MF,17.0,0.9,36,34,2,1,0,1,0,0,0,0,0,0,24,4,8,1,32,2,1,0,26,0,1,1,1
ESP-La Liga,2122,Valencia,José Luis Gayà,ESP,DF,26.0,20.8,886,668,218,31,0,90,43,62,2,1,0,1,399,189,298,579,76,34,185,1,643,1,17,23,34
ESP-La Liga,2122,Valencia,Koba Koindredi,FRA,MF,19.0,2.0,50,49,1,0,0,12,1,0,0,0,0,0,26,14,10,37,2,4,1,1,38,0,1,1,3
ESP-La Liga,2122,Valencia,Manu Vallejo,ESP,"FW,MF",24.0,1.1,44,36,8,0,1,7,1,3,5,4,0,0,24,9,11,3,32,4,2,1,31,0,1,1,2
ESP-La Liga,2122,Valencia,Maranhão,BRA,"FW,MF",24.0,10.8,193,184,9,0,0,63,7,4,2,1,1,0,103,49,41,15,125,17,2,3,121,3,3,7,11
ESP-La Liga,2122,Valencia,Mario Dominguez,ESP,FW,17.0,0.3,3,3,0,0,0,1,0,0,0,0,0,0,1,1,1,0,2,0,0,0,2,0,0,0,0
ESP-La Liga,2122,Valencia,Maxi Gómez,URU,FW,24.0,21.7,415,397,18,1,0,141,12,18,0,0,0,0,183,123,109,23,240,60,2,15,265,5,11,13,19
ESP-La Liga,2122,Valencia,Mouctar Diakhaby,GUI,DF,24.0,21.6,700,663,37,30,1,90,34,3,0,0,0,0,441,60,199,68,556,50,2,1,542,0,26,12,12
ESP-La Liga,2122,Valencia,Omar Alderete,PAR,DF,24.0,26.7,930,871,59,50,2,125,83,2,0,0,0,0,402,78,450,719,64,94,3,2,578,4,39,28,13
ESP-La Liga,2122,Valencia,Opponent Total,,,27.8,38.0,17860,15759,2101,668,28,2949,594,456,172,66,64,5,11463,2326,4071,5015,10311,818,893,246,13862,84,372,555,423
ESP-La Liga,2122,Valencia,Ruben Lendinez,ESP,DF,18.0,1.5,51,47,4,1,0,3,2,0,0,0,0,0,34,3,14,4,40,4,3,0,41,0,3,0,0
ESP-La Liga,2122,Valencia,Rubén Sobrino,ESP,MF,29.0,0.2,1,1,0,0,0,0,0,0,0,0,0,0,1,0,0,0,1,0,0,0,1,0,0,0,0
ESP-La Liga,2122,Valencia,Squad Total,,,24.8,38.0,13630,11587,2043,669,14,2104,638,473,174,71,63,10,7280,2211,4139,3787,7495,810,808,222,9730,47,367,391,419
ESP-La Liga,2122,Valencia,Thierry Correia,POR,DF,22.0,15.7,648,509,139,6,0,76,22,38,0,0,0,0,277,189,182,37,422,39,133,1,450,1,14,25,33
ESP-La Liga,2122,Valencia,Toni Lato,ESP,"DF,MF",23.0,6.6,310,243,67,7,0,45,13,17,0,0,0,0,147,81,82,197,29,18,60,1,234,1,4,6,7
ESP-La Liga,2122,Valencia,Uroš Račić,SRB,MF,23.0,13.4,506,492,14,9,1,114,36,6,0,0,0,0,304,58,144,61,367,45,1,5,380,0,16,16,15
ESP-La Liga,2122,Valencia,Yunus Musah,USA,"MF,FW",18.0,14.0,394,366,28,5,0,78,14,25,2,0,1,0,280,59,55,42,300,22,14,1,289,4,5,20,23
ESP-La Liga,2122,Villarreal,Alberto Moreno,ESP,"MF,DF",29.0,13.6,623,564,59,18,0,91,11,32,12,7,0,0,448,83,92,540,26,17,29,4,500,8,10,16,20
ESP-La Liga,2122,Villarreal,Alfonso Pedraza,ESP,DF,25.0,18.9,1005,822,183,11,1,133,26,88,0,0,0,0,578,234,193,734,55,31,172,6,733,4,17,44,57
ESP-La Liga,2122,Villarreal,Arnaut Groeneveld,NED,FW,24.0,16.4,384,357,27,1,1,81,11,33,12,6,0,0,315,38,31,83,292,4,4,0,287,2,4,26,16
ESP-La Liga,2122,Villarreal,Aïssa Mandi,ALG,DF,29.0,15.3,984,942,42,37,0,108,47,0,0,0,0,0,836,56,92,87,839,34,1,3,917,1,9,8,6
ESP-La Liga,2122,Villarreal,Boulaye Dia,SEN,FW,24.0,14.1,257,242,15,0,1,99,2,7,0,0,0,0,198,31,28,24,197,8,0,4,195,3,3,15,6
ESP-La Liga,2122,Villarreal,Carlo,ESP,MF,20.0,0.1,4,4,0,0,0,1,0,0,0,0,0,0,4,0,0,2,2,0,0,0,4,0,0,0,0
ESP-La Liga,2122,Villarreal,Dani Raba,ESP,"MF,FW",25.0,1.0,44,33,11,3,1,11,3,3,4,2,2,0,30,3,11,31,10,1,1,0,30,0,1,2,0
ESP-La Liga,2122,Villarreal,Daniel Parejo,ESP,MF,32.0,30.0,2151,1878,273,143,10,272,126,42,126,57,36,5,1563,186,402,203,1873,47,3,6,1808,11,37,59,42
ESP-La Liga,2122,Villarreal,Francis Coquelin,FRA,MF,30.0,9.2,480,473,7,2,0,110,13,2,1,0,1,0,386,48,46,65,384,15,1,2,424,2,1,16,8
ESP-La Liga,2122,Villarreal,Gerard Moreno,ESP,FW,29.0,13.2,472,462,10,0,5,118,13,13,0,0,0,0,313,83,76,346,82,11,5,5,323,3,10,25,33
ESP-La Liga,2122,Villarreal,Gerónimo Rulli,ARG,GK,29.0,32.0,1281,977,304,95,0,88,32,0,0,0,0,0,850,50,381,213,882,1,0,162,1045,1,33,18,0
ESP-La Liga,2122,Villarreal,Giovani Lo Celso,ARG,"MF,FW",25.0,11.0,539,516,23,6,3,116,9,7,10,4,1,0,409,70,60,464,57,8,1,3,438,5,7,28,16
ESP-La Liga,2122,Villarreal,Juan Foyth,ARG,DF,23.0,21.4,1180,975,205,18,3,183,14,10,0,0,0,0,797,210,173,61,851,48,187,6,1000,4,14,35,25
ESP-La Liga,2122,Villarreal,Manu Trigueros,ESP,"MF,FW",29.0,24.2,1229,1175,54,32,7,219,14,14,7,3,0,1,893,159,177,327,810,50,6,17,987,9,19,49,33
ESP-La Liga,2122,Villarreal,Mario Gaspar,ESP,DF,30.0,6.9,368,303,65,10,0,36,7,8,0,0,0,0,234,64,70,18,268,19,55,0,298,1,5,11,9
ESP-La Liga,2122,Villarreal,Moi Gómez,ESP,"MF,FW",27.0,14.3,595,557,38,5,1,113,19,19,23,8,5,1,453,65,77,208,362,8,6,4,482,3,7,20,21
ESP-La Liga,2122,Villarreal,Nicolas Jackson,SEN,FW,20.0,1.8,54,52,2,0,0,25,2,4,0,0,0,0,42,7,5,4,41,1,0,2,41,0,2,4,2
ESP-La Liga,2122,Villarreal,Nikita Iosifov,RUS,MF,20.0,0.0,3,3,0,0,0,0,0,1,0,0,0,0,1,1,1,1,2,0,0,0,1,0,0,0,0
ESP-La Liga,2122,Villarreal,Opponent Total,,,27.6,38.0,15677,13894,1783,541,22,2202,615,503,198,73,79,9,10055,1911,3711,4304,9430,610,669,205,12017,111,329,483,387
ESP-La Liga,2122,Villarreal,Paco Alcácer,ESP,FW,27.0,8.7,171,154,17,0,1,35,3,2,0,0,0,0,113,31,27,32,112,10,2,2,124,2,1,8,10
ESP-La Liga,2122,Villarreal,Pau Torres,ESP,DF,24.0,31.7,1992,1894,98,87,3,226,77,2,0,0,0,0,1491,114,387,1659,209,71,2,9,1715,5,41,41,17
ESP-La Liga,2122,Villarreal,Pervis Estupiñán,ECU,DF,23.0,17.5,1057,882,175,13,0,160,19,63,1,0,0,0,682,204,171,728,110,36,161,3,836,3,9,32,48
ESP-La Liga,2122,Villarreal,Raúl Albiol,ESP,DF,35.0,27.4,1528,1475,53,48,0,164,53,0,0,0,0,0,1149,116,263,242,1181,78,3,1,1337,1,21,18,18
ESP-La Liga,2122,Villarreal,Rubén Peña,ESP,"MF,FW",30.0,1.5,52,50,2,0,0,11,1,4,1,1,0,0,35,7,10,8,40,2,1,0,38,0,3,1,1
ESP-La Liga,2122,Villarreal,Samuel Chukwueze,NGA,"MF,FW",22.0,14.8,473,465,8,2,4,102,12,34,1,0,0,0,358,48,67,423,25,11,5,1,344,4,7,28,23
ESP-La Liga,2122,Villarreal,Serge Aurier,CIV,DF,28.0,11.2,734,640,94,10,0,82,20,22,0,0,0,0,533,108,93,63,529,39,84,2,627,2,7,13,13
ESP-La Liga,2122,Villarreal,Sergio Asenjo,ESP,GK,32.0,6.0,222,163,59,3,0,12,5,0,0,0,0,0,151,15,56,34,142,3,0,39,183,1,6,0,1
ESP-La Liga,2122,Villarreal,Squad Total,,,28.0,38.0,20390,18514,1876,585,44,3009,584,435,199,88,45,7,14863,2264,3263,6992,11287,656,737,297,16875,82,300,592,481
ESP-La Liga,2122,Villarreal,Vicente Iborra,ESP,MF,33.0,11.5,631,624,7,7,0,88,10,0,0,0,0,0,500,61,70,106,464,32,0,3,548,0,5,11,13
ESP-La Liga,2122,Villarreal,Yeremi Pino,ESP,"MF,FW",18.0,18.6,542,534,8,2,2,110,4,21,1,0,0,0,429,71,42,53,438,26,3,8,432,1,4,23,27
ESP-La Liga,2122,Villarreal,Étienne Capoue,FRA,MF,33.0,25.4,1335,1298,37,32,1,215,31,4,0,0,0,0,1072,101,162,233,1004,45,5,5,1178,6,17,41,16
