,,,,Nation,Pos,Age,Playing Time,Playing Time,Playing Time,Playing Time,Playing Time,Starts,Starts,Starts,Subs,Subs,Subs,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success,Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG),Team Success (xG)
ESP-La Liga,2122,Real Madrid,Toni Kroos,GER,MF,31.0,28,2103.0,75.0,61.5,23.4,25,81.0,15,3,22.0,2,2.14,37.0,18.0,19.0,0.81,-1.24,43.3,26.8,16.6,0.71,-0.03
ESP-La Liga,2122,Real Madrid,Vinicius Júnior,BRA,FW,21.0,35,2690.0,77.0,78.7,29.9,30,86.0,15,5,21.0,0,2.34,65.0,22.0,43.0,1.44,0.7,56.6,33.1,23.5,0.79,0.32
ESP-La Liga,2122,Real Madrid,Álvaro Odriozola,ESP,DF,25.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2122,Real Madrid,Éder Militão,BRA,DF,23.0,34,3031.0,89.0,88.6,33.7,34,89.0,32,0,,2,2.18,63.0,30.0,33.0,0.98,-2.72,62.4,41.2,21.3,0.63,-0.77
ESP-La Liga,2122,Real Sociedad,Adnan Januzaj,BEL,"FW,MF",26.0,33,1625.0,49.0,47.5,18.1,17,72.0,1,16,25.0,0,1.61,13.0,14.0,-1.0,-0.06,-0.26,24.5,18.5,6.0,0.33,-0.07
ESP-La Liga,2122,Real Sociedad,Aihen Muñoz,ESP,DF,23.0,20,1342.0,67.0,39.2,14.9,15,84.0,9,5,16.0,11,1.95,19.0,18.0,1.0,0.07,-0.02,23.1,17.3,5.8,0.39,0.04
ESP-La Liga,2122,Real Sociedad,Alex Sola,ESP,"DF,FW",22.0,2,41.0,21.0,1.2,0.5,0,,0,2,21.0,3,3.0,0.0,0.0,0.0,0.0,-0.08,0.7,0.2,0.5,1.02,0.66
ESP-La Liga,2122,Real Sociedad,Alexander Isak,SWE,FW,21.0,32,2140.0,67.0,62.6,23.8,26,76.0,5,6,27.0,1,1.56,21.0,21.0,0.0,0.0,-0.21,32.0,23.8,8.2,0.34,-0.07
ESP-La Liga,2122,Real Sociedad,Alexander Sørloth,NOR,FW,25.0,33,1763.0,53.0,51.5,19.6,20,78.0,8,13,16.0,0,1.58,23.0,18.0,5.0,0.26,0.36,30.9,20.7,10.2,0.52,0.31
ESP-La Liga,2122,Real Sociedad,Ander Barrenetxea,ESP,"FW,MF",19.0,11,547.0,50.0,16.0,6.1,6,61.0,0,5,36.0,1,1.09,5.0,8.0,-3.0,-0.49,-0.68,6.0,6.3,-0.3,-0.04,-0.49
ESP-La Liga,2122,Real Sociedad,Ander Guevara,ESP,MF,24.0,17,867.0,51.0,25.4,9.6,11,74.0,3,6,9.0,21,1.65,10.0,10.0,0.0,0.0,-0.11,12.3,8.7,3.6,0.37,0.0
ESP-La Liga,2122,Real Sociedad,Ander Martin,ESP,"FW,MF",20.0,5,88.0,18.0,2.6,1.0,1,58.0,0,4,8.0,8,1.4,2.0,2.0,0.0,0.0,-0.08,1.6,1.7,-0.1,-0.11,-0.49
ESP-La Liga,2122,Real Sociedad,Andoni Gorosabel,ESP,DF,24.0,32,2289.0,72.0,66.9,25.4,25,83.0,12,7,29.0,5,1.59,28.0,22.0,6.0,0.24,0.47,36.2,23.9,12.3,0.49,0.35
ESP-La Liga,2122,Real Sociedad,Aritz Elustondo,ESP,DF,27.0,30,2105.0,70.0,61.5,23.4,22,88.0,19,8,21.0,6,1.77,27.0,21.0,6.0,0.26,0.46,32.1,22.8,9.4,0.4,0.08
ESP-La Liga,2122,Real Sociedad,Asier Illarramendi,ESP,MF,31.0,8,374.0,47.0,10.9,4.2,6,61.0,0,2,4.0,14,1.63,4.0,5.0,-1.0,-0.24,-0.36,6.0,3.0,3.0,0.73,0.41
ESP-La Liga,2122,Real Sociedad,Beñat Turrientes,ESP,MF,19.0,8,207.0,26.0,6.1,2.3,1,83.0,0,7,18.0,13,1.5,2.0,2.0,0.0,0.0,-0.08,4.3,2.8,1.5,0.66,0.31
ESP-La Liga,2122,Real Sociedad,Cristo,ESP,DF,21.0,1,17.0,17.0,0.5,0.2,0,,0,1,17.0,3,3.0,1.0,0.0,1.0,5.29,5.24,1.0,0.0,1.0,5.14,4.8
ESP-La Liga,2122,Real Sociedad,David Silva,ESP,MF,35.0,25,1720.0,69.0,50.3,19.1,22,75.0,5,3,23.0,1,1.76,24.0,11.0,13.0,0.68,1.21,27.8,18.4,9.4,0.49,0.24
ESP-La Liga,2122,Real Sociedad,Diego Rico,ESP,DF,28.0,21,1644.0,78.0,48.1,18.3,19,86.0,14,2,8.0,3,1.38,13.0,13.0,0.0,0.0,-0.15,25.2,17.5,7.7,0.42,0.1
ESP-La Liga,2122,Real Sociedad,Gaizka Ayesa,ESP,GK,20.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Germán Valera,ESP,"FW,MF",19.0,3,51.0,17.0,1.5,0.6,0,,0,3,17.0,2,2.33,1.0,1.0,0.0,0.0,-0.08,1.2,1.0,0.2,0.27,-0.1
ESP-La Liga,2122,Real Sociedad,Igor Zubeldia,ESP,DF,24.0,26,1648.0,63.0,48.2,18.3,19,82.0,12,7,12.0,7,1.46,17.0,25.0,-8.0,-0.44,-1.0,24.8,21.8,3.0,0.17,-0.4
ESP-La Liga,2122,Real Sociedad,Jon Bautista,ESP,"FW,MF",26.0,1,45.0,45.0,1.3,0.5,0,,0,1,45.0,1,0.0,2.0,2.0,0.0,0.0,-0.08,0.8,1.6,-0.9,-1.71,-2.11
ESP-La Liga,2122,Real Sociedad,Jon Guridi,ESP,MF,26.0,8,206.0,26.0,6.0,2.3,1,81.0,0,7,18.0,16,1.38,2.0,4.0,-2.0,-0.87,-1.01,4.1,3.0,1.0,0.45,0.09
ESP-La Liga,2122,Real Sociedad,Jon Karrikaburu,ESP,FW,18.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Jon Pacheco,ESP,DF,20.0,10,381.0,38.0,11.1,4.2,4,79.0,3,6,11.0,25,2.0,8.0,4.0,4.0,0.94,0.97,7.7,4.8,2.9,0.69,0.36
ESP-La Liga,2122,Real Sociedad,Jonathan Gomez,MEX,DF,17.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Joseba Zaldúa,ESP,DF,29.0,24,1172.0,49.0,34.3,13.0,14,74.0,5,10,14.0,10,1.63,14.0,17.0,-3.0,-0.23,-0.47,18.0,16.5,1.5,0.12,-0.39
ESP-La Liga,2122,Real Sociedad,Julen Lobete,ESP,"FW,MF",20.0,13,284.0,22.0,8.3,3.2,2,73.0,1,11,13.0,9,1.92,6.0,4.0,2.0,0.63,0.61,5.3,3.7,1.6,0.51,0.15
ESP-La Liga,2122,Real Sociedad,Martín Zubimendi,ESP,MF,22.0,36,2591.0,72.0,75.8,28.8,26,90.0,25,10,25.0,0,1.67,30.0,30.0,0.0,0.0,-0.33,43.0,32.9,10.1,0.35,-0.09
ESP-La Liga,2122,Real Sociedad,Mathew Ryan,AUS,GK,29.0,3,270.0,90.0,7.9,3.0,3,90.0,3,0,,32,2.0,6.0,5.0,1.0,0.33,0.28,5.0,5.4,-0.4,-0.15,-0.56
ESP-La Liga,2122,Real Sociedad,Mikel Merino,ESP,MF,25.0,34,2890.0,85.0,84.5,32.1,33,87.0,26,1,20.0,0,1.79,40.0,24.0,16.0,0.5,2.71,45.8,32.1,13.7,0.43,0.35
ESP-La Liga,2122,Real Sociedad,Mikel Oyarzabal,ESP,"FW,MF",24.0,22,1671.0,76.0,48.9,18.6,19,83.0,11,3,30.0,0,1.59,18.0,22.0,-4.0,-0.22,-0.58,26.2,19.7,6.5,0.35,-0.04
ESP-La Liga,2122,Real Sociedad,Naïs Djouahra,FRA,"FW,MF",21.0,7,219.0,31.0,6.4,2.4,1,70.0,0,6,25.0,17,1.43,3.0,4.0,-1.0,-0.41,-0.52,3.1,3.1,0.0,-0.02,-0.41
ESP-La Liga,2122,Real Sociedad,Olasagasti,ESP,MF,20.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Opponent Total,,,27.7,38,3420.0,90.0,100.0,38.0,418,82.0,251,166,19.0,262,1.63,37.0,40.0,-3.0,-0.08,,39.7,53.8,-14.1,-0.37,
ESP-La Liga,2122,Real Sociedad,Portu,ESP,"FW,MF",29.0,37,1590.0,43.0,46.5,17.7,17,71.0,1,20,19.0,1,1.68,17.0,16.0,1.0,0.06,-0.04,23.1,18.8,4.4,0.25,-0.23
ESP-La Liga,2122,Real Sociedad,Rafinha,BRA,"MF,FW",28.0,17,1050.0,62.0,30.7,11.7,13,71.0,0,4,31.0,0,1.53,10.0,10.0,0.0,0.0,-0.11,16.0,10.5,5.5,0.47,0.14
ESP-La Liga,2122,Real Sociedad,Roberto Navarro,ESP,"MF,FW",19.0,6,199.0,33.0,5.8,2.2,3,54.0,0,3,12.0,12,1.67,2.0,3.0,-1.0,-0.45,-0.56,3.4,1.4,2.0,0.92,0.58
ESP-La Liga,2122,Real Sociedad,Robin Le Normand,FRA,DF,24.0,37,3330.0,90.0,97.4,37.0,37,90.0,37,0,,0,1.59,37.0,37.0,0.0,0.0,-3.0,51.0,38.7,12.3,0.33,-1.48
ESP-La Liga,2122,Real Sociedad,Squad Total,,,25.7,38,3420.0,90.0,100.0,38.0,418,81.0,235,179,19.0,237,1.63,40.0,37.0,3.0,0.08,,53.8,39.7,14.1,0.37,
ESP-La Liga,2122,Real Sociedad,Unai Marrero,ESP,GK,19.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Urko González,ESP,DF,20.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2122,Real Sociedad,Álex Remiro,ESP,GK,26.0,35,3150.0,90.0,92.1,35.0,35,90.0,35,0,,3,1.6,34.0,32.0,2.0,0.06,-0.28,48.8,34.3,14.5,0.41,0.56
ESP-La Liga,2122,Sevilla,Alberto López,ESP,GK,17.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Alejandro Pozo Pozo,ESP,"DF,MF",22.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Alfonso Pastor,ESP,GK,20.0,0,,,,,0,,0,0,,7,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Anthony Martial,FRA,"FW,MF",25.0,9,490.0,54.0,14.3,5.4,7,61.0,0,2,31.0,0,1.22,7.0,2.0,5.0,0.92,0.37,5.0,4.6,0.4,0.07,-0.07
ESP-La Liga,2122,Sevilla,Carmona,ESP,DF,19.0,1,24.0,24.0,0.7,0.3,0,,0,1,24.0,14,1.0,0.0,0.0,0.0,0.0,-0.61,0.1,0.0,0.0,0.17,0.04
ESP-La Liga,2122,Sevilla,Diego Carlos,BRA,DF,28.0,34,2957.0,87.0,86.5,32.9,34,87.0,30,0,,0,1.88,48.0,27.0,21.0,0.64,0.25,38.4,32.9,5.5,0.17,0.26
ESP-La Liga,2122,Sevilla,Enrique Valiente,ESP,DF,19.0,0,,,,,0,,0,0,,11,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Fernando,BRA,"MF,DF",34.0,24,1850.0,77.0,54.1,20.6,21,85.0,17,3,19.0,0,2.08,29.0,17.0,12.0,0.58,-0.05,22.3,20.6,1.7,0.08,-0.11
ESP-La Liga,2122,Sevilla,Gonzalo Montiel,ARG,DF,24.0,18,1066.0,59.0,31.2,11.8,15,67.0,6,3,20.0,12,1.72,16.0,11.0,5.0,0.42,-0.27,10.3,12.6,-2.2,-0.19,-0.46
ESP-La Liga,2122,Sevilla,Ivan Rakitić,CRO,MF,33.0,35,2182.0,62.0,63.8,24.2,26,75.0,12,9,27.0,1,1.74,30.0,19.0,11.0,0.45,-0.42,28.3,23.2,5.1,0.21,0.22
ESP-La Liga,2122,Sevilla,Iván Romero,ESP,FW,20.0,5,178.0,36.0,5.2,2.0,2,62.0,0,3,18.0,20,2.2,4.0,1.0,3.0,1.52,0.96,2.2,1.1,1.1,0.55,0.44
ESP-La Liga,2122,Sevilla,Javier Díaz,ESP,GK,24.0,1,90.0,90.0,2.6,1.0,1,90.0,1,0,,33,1.0,1.0,1.0,0.0,0.0,-0.62,1.0,0.5,0.5,0.5,0.38
ESP-La Liga,2122,Sevilla,Jesús Corona,MEX,"FW,DF",28.0,18,1157.0,64.0,33.8,12.9,12,76.0,3,6,40.0,0,1.44,14.0,10.0,4.0,0.31,-0.44,15.0,12.6,2.4,0.18,0.08
ESP-La Liga,2122,Sevilla,Jesús Navas,ESP,DF,35.0,25,1786.0,71.0,52.2,19.8,19,84.0,14,6,32.0,0,1.76,29.0,16.0,13.0,0.66,0.1,25.9,21.0,4.9,0.25,0.24
ESP-La Liga,2122,Sevilla,Joan Jordán,ESP,MF,27.0,36,2514.0,70.0,73.5,27.9,31,75.0,11,5,36.0,1,1.89,38.0,21.0,17.0,0.61,0.01,32.9,27.1,5.7,0.21,0.28
ESP-La Liga,2122,Sevilla,Juan Sánchez,ESP,MF,17.0,1,5.0,5.0,0.1,0.1,0,,0,1,5.0,6,1.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.1,-0.1,-1.69,-1.82
ESP-La Liga,2122,Sevilla,Juanlu,ESP,DF,17.0,0,,,,,0,,0,0,,3,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Jules Koundé,FRA,DF,22.0,32,2736.0,86.0,80.0,30.4,31,87.0,28,1,33.0,0,1.81,45.0,25.0,20.0,0.66,0.26,35.4,33.1,2.3,0.08,-0.28
ESP-La Liga,2122,Sevilla,Karim Rekik,NED,DF,26.0,18,1098.0,61.0,32.1,12.2,11,86.0,9,7,22.0,4,2.06,19.0,8.0,11.0,0.9,0.44,13.1,10.6,2.5,0.21,0.11
ESP-La Liga,2122,Sevilla,Lucas Ocampos,ARG,FW,27.0,30,2125.0,71.0,62.1,23.6,23,84.0,14,7,28.0,1,1.73,30.0,20.0,10.0,0.42,-0.48,24.6,24.3,0.3,0.01,-0.31
ESP-La Liga,2122,Sevilla,Ludwig Augustinsson,SWE,DF,27.0,19,793.0,42.0,23.2,8.8,9,72.0,3,10,14.0,16,1.95,16.0,13.0,3.0,0.34,-0.34,9.7,12.3,-2.6,-0.29,-0.56
ESP-La Liga,2122,Sevilla,Luismi,ESP,FW,20.0,2,13.0,7.0,0.4,0.1,0,,0,2,7.0,13,1.0,0.0,0.0,0.0,0.0,-0.61,0.7,0.6,0.1,0.85,0.72
ESP-La Liga,2122,Sevilla,Luuk de Jong,NED,FW,30.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Marcos Acuña,ARG,DF,29.0,31,2260.0,73.0,66.1,25.1,26,83.0,17,5,22.0,1,1.87,32.0,13.0,19.0,0.76,0.45,31.3,19.7,11.6,0.46,0.97
ESP-La Liga,2122,Sevilla,Marko Dmitrović,SRB,GK,29.0,6,540.0,90.0,15.8,6.0,6,90.0,6,0,,31,2.33,12.0,5.0,7.0,1.17,0.67,8.5,4.8,3.7,0.62,0.58
ESP-La Liga,2122,Sevilla,Munir El Haddadi,MAR,"FW,MF",25.0,16,474.0,30.0,13.9,5.3,4,55.0,0,12,21.0,16,1.94,14.0,8.0,6.0,1.14,0.62,6.9,6.3,0.7,0.13,-0.01
ESP-La Liga,2122,Sevilla,Nacho Quintana,ESP,MF,20.0,0,,,,,0,,0,0,,11,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Nemanja Gudelj,SRB,"MF,DF",29.0,21,1046.0,50.0,30.6,11.6,9,82.0,5,12,26.0,13,1.86,8.0,9.0,-1.0,-0.09,-1.0,10.9,12.6,-1.7,-0.15,-0.4
ESP-La Liga,2122,Sevilla,Opponent Total,,,27.8,38,3420.0,90.0,100.0,38.0,418,81.0,250,165,22.0,255,1.84,30.0,53.0,-23.0,-0.61,,38.5,43.5,-5.0,-0.13,
ESP-La Liga,2122,Sevilla,Oussama Idrissi,MAR,"FW,MF",25.0,5,127.0,25.0,3.7,1.4,2,49.0,0,3,10.0,15,1.6,3.0,2.0,1.0,0.71,0.11,3.4,1.8,1.7,1.17,1.08
ESP-La Liga,2122,Sevilla,Pablo Pérez,ESP,DF,19.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Papu Gómez,ARG,"MF,FW",33.0,29,1784.0,62.0,52.2,19.8,19,76.0,6,10,34.0,1,1.86,29.0,11.0,18.0,0.91,0.63,20.2,18.6,1.6,0.08,-0.1
ESP-La Liga,2122,Sevilla,Pedro Ortiz,ESP,MF,20.0,1,7.0,7.0,0.2,0.1,0,,0,1,7.0,1,3.0,0.0,0.0,0.0,0.0,-0.61,1.0,0.2,0.8,9.96,9.85
ESP-La Liga,2122,Sevilla,Rafa Mir,ESP,FW,24.0,34,1808.0,53.0,52.9,20.1,18,78.0,9,16,25.0,0,1.82,35.0,23.0,12.0,0.6,-0.02,23.4,22.1,1.3,0.07,-0.14
ESP-La Liga,2122,Sevilla,Squad Total,,,28.6,38,3420.0,90.0,100.0,38.0,418,79.0,238,179,25.0,262,1.84,53.0,30.0,23.0,0.61,,43.5,38.5,5.0,0.13,
ESP-La Liga,2122,Sevilla,Suso,ESP,FW,27.0,8,384.0,48.0,11.2,4.3,6,54.0,0,2,30.0,1,1.88,8.0,6.0,2.0,0.47,-0.15,5.2,5.7,-0.5,-0.12,-0.28
ESP-La Liga,2122,Sevilla,Thomas Delaney,DEN,MF,29.0,26,1549.0,60.0,45.3,17.2,15,82.0,9,11,29.0,1,1.96,23.0,12.0,11.0,0.64,0.06,16.3,20.0,-3.7,-0.21,-0.63
ESP-La Liga,2122,Sevilla,Valentino Scotta,ESP,DF,19.0,1,1.0,1.0,0.0,0.0,0,,0,1,1.0,3,1.0,0.0,0.0,0.0,0.0,-0.61,0.0,0.1,-0.1,-8.44,-8.58
ESP-La Liga,2122,Sevilla,Yassine Bounou,MAR,GK,30.0,31,2790.0,90.0,81.6,31.0,31,90.0,31,0,,2,1.77,40.0,24.0,16.0,0.52,-0.48,34.0,33.2,0.8,0.03,-0.57
ESP-La Liga,2122,Sevilla,Youssef En-Nesyri,MAR,FW,24.0,23,1277.0,56.0,37.3,14.2,15,73.0,3,8,24.0,2,1.83,13.0,5.0,8.0,0.56,-0.07,17.0,12.6,4.3,0.3,0.28
ESP-La Liga,2122,Sevilla,Zarzana,ESP,FW,19.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
ESP-La Liga,2122,Sevilla,Érik Lamela,ARG,FW,29.0,20,1015.0,51.0,29.7,11.3,10,69.0,2,10,33.0,1,1.85,19.0,5.0,14.0,1.24,0.9,16.9,9.1,7.8,0.69,0.8
ESP-La Liga,2122,Sevilla,Óliver Torres,ESP,"MF,FW",26.0,26,1008.0,39.0,29.5,11.2,11,64.0,1,15,20.0,3,1.85,19.0,16.0,3.0,0.27,-0.48,11.8,14.7,-2.9,-0.26,-0.55
ESP-La Liga,2122,Sevilla,Óscar Rodríguez Arnaiz,ESP,"FW,MF",23.0,11,417.0,38.0,12.2,4.6,4,75.0,1,7,17.0,8,2.09,5.0,2.0,3.0,0.65,0.05,6.9,4.1,2.7,0.59,0.53
ESP-La Liga,2122,Valencia,Alejandro Blanco,ESP,MF,22.0,0,,,,,0,,0,0,,7,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Alessandro Burlamaqui,PER,MF,19.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Bryan,ESP,"MF,FW",20.0,13,753.0,58.0,22.0,8.4,9,75.0,2,4,20.0,2,1.31,5.0,8.0,-3.0,-0.36,-0.29,7.4,8.8,-1.4,-0.17,0.05
ESP-La Liga,2122,Valencia,Carlos Soler,ESP,MF,24.0,32,2474.0,77.0,72.3,27.5,28,83.0,15,4,39.0,0,1.41,38.0,33.0,5.0,0.18,1.13,29.3,32.5,-3.3,-0.12,0.33
ESP-La Liga,2122,Valencia,Charlie Perez,ESP,GK,19.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Cristhian Mosquera,COL,DF,17.0,6,212.0,35.0,6.2,2.4,3,60.0,1,3,11.0,16,0.83,1.0,5.0,-4.0,-1.7,-1.67,1.1,5.4,-4.3,-1.81,-1.7
ESP-La Liga,2122,Valencia,Cristian,ESP,GK,23.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Cristiano Piccini,ITA,DF,28.0,6,322.0,54.0,9.4,3.6,3,73.0,0,3,35.0,4,2.0,7.0,9.0,-2.0,-0.56,-0.47,4.9,8.8,-4.0,-1.11,-0.99
ESP-La Liga,2122,Valencia,César Tárrega,ESP,DF,19.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Daniel Wass,DEN,MF,32.0,19,1582.0,83.0,46.3,17.6,19,83.0,9,0,,0,1.32,24.0,28.0,-4.0,-0.23,-0.18,20.9,20.2,0.6,0.04,0.46
ESP-La Liga,2122,Valencia,Denis Cheryshev,RUS,MF,30.0,17,563.0,33.0,16.5,6.3,5,71.0,0,12,17.0,12,1.47,12.0,8.0,4.0,0.64,0.92,10.5,9.5,0.9,0.15,0.43
ESP-La Liga,2122,Valencia,Diego Noguerol,ESP,DF,19.0,0,,,,,0,,0,0,,2,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Dimitri Foulquier,FRA,DF,28.0,29,2342.0,81.0,68.5,26.0,25,89.0,23,4,31.0,0,1.17,30.0,36.0,-6.0,-0.23,-0.31,24.8,29.1,-4.3,-0.17,0.15
ESP-La Liga,2122,Valencia,Eray Cömert,SUI,DF,23.0,8,408.0,51.0,11.9,4.5,5,79.0,2,3,5.0,8,1.13,5.0,6.0,-1.0,-0.22,-0.1,4.7,5.8,-1.1,-0.24,-0.03
ESP-La Liga,2122,Valencia,Gabriel Paulista,BRA,DF,30.0,19,1592.0,84.0,46.5,17.7,19,84.0,15,0,,2,1.42,22.0,17.0,5.0,0.28,0.78,16.0,16.9,-0.8,-0.05,0.31
ESP-La Liga,2122,Valencia,Giorgi Mamardashvili,GEO,GK,20.0,18,1620.0,90.0,47.4,18.0,18,90.0,18,0,,17,1.22,18.0,20.0,-2.0,-0.11,0.04,15.6,18.4,-2.8,-0.15,0.11
ESP-La Liga,2122,Valencia,Gonçalo Guedes,POR,"FW,MF",24.0,36,2606.0,72.0,76.2,29.0,30,83.0,14,6,20.0,1,1.25,40.0,42.0,-2.0,-0.07,0.26,30.6,34.3,-3.7,-0.13,0.35
ESP-La Liga,2122,Valencia,Hugo Duro,ESP,"FW,MF",21.0,30,1834.0,61.0,53.6,20.4,22,76.0,4,8,20.0,1,1.2,27.0,28.0,-1.0,-0.05,0.18,20.2,22.2,-2.0,-0.1,0.24
ESP-La Liga,2122,Valencia,Hugo González,ESP,MF,18.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Hugo Guillamón,ESP,"MF,DF",21.0,31,2361.0,76.0,69.0,26.2,28,82.0,19,3,23.0,2,1.32,38.0,40.0,-2.0,-0.08,0.18,27.0,34.5,-7.5,-0.29,-0.24
ESP-La Liga,2122,Valencia,Hélder Costa,ANG,"MF,FW",27.0,22,1118.0,51.0,32.7,12.4,13,80.0,5,9,9.0,11,1.27,14.0,23.0,-9.0,-0.72,-0.88,12.9,19.4,-6.5,-0.52,-0.46
ESP-La Liga,2122,Valencia,Ilaix Moriba,GUI,MF,18.0,14,818.0,58.0,23.9,9.1,9,74.0,4,5,30.0,0,1.07,6.0,11.0,-5.0,-0.55,-0.55,8.6,11.8,-3.2,-0.36,-0.19
ESP-La Liga,2122,Valencia,Jason,ESP,"MF,DF",27.0,5,75.0,15.0,2.2,0.8,1,45.0,0,4,8.0,9,1.2,4.0,3.0,1.0,1.2,1.36,1.3,0.9,0.4,0.42,0.65
ESP-La Liga,2122,Valencia,Jasper Cillessen,NED,GK,32.0,17,1457.0,86.0,42.6,16.2,17,86.0,16,0,,12,1.18,22.0,29.0,-7.0,-0.43,-0.52,19.4,23.8,-4.4,-0.27,-0.11
ESP-La Liga,2122,Valencia,Jaume Doménech,ESP,GK,30.0,4,343.0,86.0,10.0,3.8,3,90.0,3,1,73.0,28,1.75,8.0,4.0,4.0,1.05,1.31,4.3,5.1,-0.9,-0.23,-0.02
ESP-La Liga,2122,Valencia,Javier Guerra,ESP,MF,18.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Jesus Vazquez,ESP,DF,18.0,15,813.0,54.0,23.8,9.0,8,78.0,3,7,27.0,20,1.0,7.0,12.0,-5.0,-0.55,-0.55,7.3,11.0,-3.6,-0.4,-0.25
ESP-La Liga,2122,Valencia,Jesús Santiago,ESP,MF,17.0,3,82.0,27.0,2.4,0.9,0,,0,3,27.0,2,0.33,0.0,3.0,-3.0,-3.29,-3.24,0.8,1.9,-1.1,-1.19,-1.0
ESP-La Liga,2122,Valencia,José Luis Gayà,ESP,DF,26.0,24,1871.0,78.0,54.7,20.8,22,83.0,16,2,21.0,0,1.33,31.0,32.0,-1.0,-0.05,0.18,24.8,26.9,-2.1,-0.1,0.25
ESP-La Liga,2122,Valencia,José Menargues,ESP,DF,19.0,0,,,,,0,,0,0,,5,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Koba Koindredi,FRA,MF,19.0,10,181.0,18.0,5.3,2.0,1,51.0,0,9,14.0,14,0.9,5.0,5.0,0.0,0.0,0.14,2.9,5.1,-2.2,-1.11,-0.95
ESP-La Liga,2122,Valencia,Lassina Sangare,CIV,MF,19.0,0,,,,,0,,0,0,,1,,,,,,,,,,,
ESP-La Liga,2122,Valencia,Manu Vallejo,ESP,"FW,MF",24.0,9,98.0,11.0,2.9,1.1,0,,0,9,11.0,13,0.56,6.0,1.0,5.0,4.59,4.86,2.7,1.3,1.5,1.33,1.59
ESP-La Liga,2122,Valencia,Maranhão,BRA,"FW,MF",24.0,29,973.0,34.0,28.5,10.8,8,76.0,2,21,18.0,3,1.31,19.0,16.0,3.0,0.28,0.57,13.7,13.1,0.6,0.06,0.38
ESP-La Liga,2122,Valencia,Mario Dominguez,ESP,FW,17.0,2,25.0,13.0,0.7,0.3,0,,0,2,13.0,2,2.0,0.0,0.0,0.0,0.0,0.13,0.1,0.2,-0.1,-0.19,0.02
ESP-La Liga,2122,Valencia,Maxi Gómez,URU,FW,24.0,29,1956.0,67.0,57.2,21.7,21,82.0,9,8,30.0,0,1.31,27.0,28.0,-1.0,-0.05,0.2,22.6,25.9,-3.3,-0.15,0.14
ESP-La Liga,2122,Valencia,Mouctar Diakhaby,GUI,DF,24.0,29,1948.0,67.0,57.0,21.6,21,85.0,17,8,20.0,4,1.31,23.0,35.0,-12.0,-0.55,-0.98,19.7,31.6,-11.9,-0.55,-0.78
ESP-La Liga,2122,Valencia,Omar Alderete,PAR,DF,24.0,29,2403.0,83.0,70.3,26.7,28,84.0,20,1,45.0,3,1.21,32.0,34.0,-2.0,-0.07,0.19,27.2,30.9,-3.7,-0.14,0.25
ESP-La Liga,2122,Valencia,Opponent Total,,,27.8,38,3420.0,90.0,100.0,38.0,418,81.0,244,170,22.0,243,1.26,53.0,48.0,5.0,0.13,,47.3,39.2,8.0,0.21,
ESP-La Liga,2122,Valencia,Pedro Alemañ,ESP,MF,19.0,0,,,,,0,,0,0,,4,,,,,,,,,,,
