,Player,Nation,Pos,Squad,Age,Born,MP_Playing Time,Min_Playing Time,Mn/MP_Playing Time,Min%_Playing Time,90s_Playing Time,Starts_Starts,Mn/Start_Starts,Compl_Starts,Subs_Subs,Mn/Sub_Subs,unSub_Subs,PPM_Team Success,onG_Team Success,onGA_Team Success,+/-_Team Success,+/-90_Team Success,On-Off_Team Success,onxG_Team Success (xG),onxGA_Team Success (xG),xG+/-_Team Success (xG),xG+/-90_Team Success (xG),On-Off_Team Success (xG)
570,Mark Travers,ie  IRL,GK,Bournemouth,23-269,1999,11,945,86,50.0,10.5,10,90,10,1,45,10,0.55,10,31,-21,-2.00,-1.71,7.5,18.8,-11.3,-1.08,-0.35
571,Ryan Trevitt,eng  ENG,MF,Brentford,19-336,2003,0,,,,,0,,0,0,,4,,,,,,,,,,,
572,Kieran Trippier,eng  ENG,DF,Newcastle Utd,32-145,1990,21,1864,89,98.6,20.7,21,89,18,0,,0,1.90,32,10,+22,+1.06,+1.06,33.7,17.8,+16.0,+0.77,+3.72
573,Kostas Tsimikas,gr  GRE,DF,Liverpool,26-275,1996,13,446,34,24.8,5.0,5,66,1,8,15,6,1.62,8,7,+1,+0.20,-0.13,8.3,8.1,+0.2,+0.03,-0.37
574,Matt Turner,us  USA,GK,Arsenal,28-232,1994,0,,,,,0,,0,0,,19,,,,,,,,,,,
575,Ed Turns,wls  WAL,DF,Brighton,20-116,2002,0,,,,,0,,0,0,,6,,,,,,,,,,,
576,Deniz Undav,de  GER,"FW,MF",Brighton,26-207,1996,9,175,19,9.7,1.9,1,74,0,8,13,9,1.44,2,0,+2,+1.03,+0.53,3.9,0.9,+2.9,+1.50,+1.32
577,Harvey Vale,eng  ENG,MF,Chelsea,19-153,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
578,Yan Valery,tn  TUN,DF,Southampton,23-354,1999,1,45,45,2.4,0.5,1,45,0,0,,4,0.00,1,2,-1,-2.00,-1.02,0.2,1.0,-0.8,-1.52,-1.17
579,Virgil van Dijk,nl  NED,DF,Liverpool,31-218,1991,17,1485,87,82.5,16.5,17,87,16,0,,0,1.65,33,21,+12,+0.73,+2.44,30.4,23.1,+7.2,+0.44,+0.73
580,Raphaël Varane,fr  FRA,DF,Manchester Utd,29-292,1993,17,1299,76,65.6,14.4,15,84,11,2,23,2,2.00,21,13,+8,+0.55,+0.55,21.6,16.1,+5.5,+0.38,+0.01
581,Jamie Vardy,eng  ENG,FW,Leicester City,36-031,1987,21,1161,55,61.4,12.9,11,78,4,10,30,0,1.00,17,20,-3,-0.23,+0.01,13.1,20.0,-6.9,-0.53,-0.33
582,Joël Veltman,nl  NED,DF,Brighton,31-027,1992,18,1283,71,71.3,14.3,14,83,9,4,30,1,1.72,25,16,+9,+0.63,+0.28,22.9,15.5,+7.4,+0.52,+0.71
583,Jannik Vestergaard,dk  DEN,DF,Leicester City,30-192,1992,0,,,,,0,,0,0,,7,,,,,,,,,,,
584,Fabio Vieira,pt  POR,"MF,FW",Arsenal,22-257,2000,11,264,24,14.7,2.9,1,89,0,10,18,7,2.27,6,1,+5,+1.70,+0.36,4.7,1.9,+2.8,+0.94,-0.04
585,Matías Viña,uy  URU,MF,Bournemouth,25-094,1997,1,10,10,0.5,0.1,0,,0,1,10,0,0.00,0,1,-1,-9.00,-7.90,0.1,0.3,-0.2,-2.15,-1.25
586,Rúben Vinagre,pt  POR,"DF,MF",Everton,23-308,1999,2,26,13,1.4,0.3,0,,0,2,13,14,0.50,0,0,0,0.00,+0.58,0.1,0.3,-0.3,-0.88,-0.30
587,Carlos Vinícius,br  BRA,FW,Fulham,27-323,1995,14,428,31,21.6,4.8,4,86,2,10,8,3,1.21,6,9,-3,-0.63,-0.92,5.1,10.3,-5.2,-1.10,-0.95
588,Nikola Vlašić,hr  CRO,"FW,MF",West Ham,25-130,1997,0,,,,,0,,0,0,,1,,,,,,,,,,,
589,Theo Walcott,eng  ENG,"FW,MF",Southampton,33-332,1989,4,139,35,7.4,1.5,1,63,0,3,25,8,0.25,0,4,-4,-2.59,-1.72,1.9,1.9,0.0,0.00,+0.41
590,Kyle Walker,eng  ENG,DF,Manchester City,32-259,1990,11,793,72,42.0,8.8,10,79,6,1,8,4,2.09,25,9,+16,+1.82,+0.50,18.3,6.9,+11.3,+1.28,+0.10
591,Kyle Walker-Peters,eng  ENG,DF,Southampton,25-304,1997,16,1402,88,74.2,15.6,16,88,13,0,,0,0.88,14,26,-12,-0.77,+0.89,14.4,21.0,-6.6,-0.43,-0.19
592,Aaron Wan-Bissaka,eng  ENG,DF,Manchester Utd,25-077,1997,8,609,76,30.8,6.8,7,86,5,1,5,3,2.38,13,6,+7,+1.03,+0.97,11.8,7.2,+4.5,+0.67,+0.42
593,Danny Ward,wls  WAL,GK,Leicester City,29-234,1993,21,1890,90,100.0,21.0,21,90,21,0,,0,1.00,32,37,-5,-0.24,,25.3,33.8,-8.5,-0.41,
594,Joel Ward,eng  ENG,DF,Crystal Palace,33-105,1989,16,1295,81,68.5,14.4,14,89,13,2,28,4,1.25,15,20,-5,-0.35,+0.41,13.7,20.5,-6.8,-0.47,+0.02
595,James Ward-Prowse,eng  ENG,MF,Southampton,28-102,1994,21,1890,90,100.0,21.0,21,90,21,0,,0,0.71,17,38,-21,-1.00,,20.3,28.2,-7.9,-0.38,
596,Lewis Warrington,eng  ENG,MF,Everton,20-124,2002,0,,,,,0,,0,0,,2,,,,,,,,,,,
597,Ollie Watkins,eng  ENG,FW,Aston Villa,27-043,1995,20,1628,81,86.1,18.1,19,84,15,1,25,0,1.25,21,28,-7,-0.39,-0.73,21.4,25.7,-4.3,-0.24,-0.73
598,Adam Webster,eng  ENG,DF,Brighton,28-038,1995,15,1173,78,65.2,13.0,13,90,13,2,2,1,1.80,22,17,+5,+0.38,-0.48,20.9,14.5,+6.5,+0.50,+0.53
599,Wout Weghorst,nl  NED,FW,Manchester Utd,30-188,1992,4,274,69,13.8,3.0,4,69,1,0,,0,1.25,4,5,-1,-0.33,-0.80,4.4,4.5,-0.1,-0.05,-0.49
600,Danny Welbeck,eng  ENG,FW,Brighton,32-077,1990,16,1142,71,63.4,12.7,13,82,7,3,26,0,1.56,18,16,+2,+0.16,-1.07,20.5,14.3,+6.1,+0.48,+0.47
601,Reece Welch,eng  ENG,DF,Everton,19-145,2003,0,,,,,0,,0,0,,2,,,,,,,,,,,
602,Maxwell Wellings,eng  ENG,DF,Bournemouth,18-009,2005,0,,,,,0,,0,0,,1,,,,,,,,,,,
603,Jack Wells-Morrison,eng  ENG,MF,Crystal Palace,18-358,2004,0,,,,,0,,0,0,,2,,,,,,,,,,,
604,Ben White,eng  ENG,DF,Arsenal,25-126,1997,20,1593,80,88.5,17.7,20,80,8,0,,0,2.50,40,13,+27,+1.53,+1.09,33.7,16.7,+17.0,+0.96,-0.14
605,Harvey White,eng  ENG,MF,Tottenham,21-145,2001,1,5,5,0.3,0.1,0,,0,1,5,2,3.00,0,0,0,0.00,-0.46,0.0,0.0,0.0,+0.52,+0.29
606,Joseph Whitworth,eng  ENG,GK,Crystal Palace,18-347,2004,0,,,,,0,,0,0,,4,,,,,,,,,,,
607,Brandon Williams,eng  ENG,DF,Manchester Utd,22-161,2000,0,,,,,0,,0,0,,2,,,,,,,,,,,
608,Neco Williams,wls  WAL,DF,Nott'ham Forest,21-304,2001,21,1215,58,64.3,13.5,13,85,9,8,14,0,1.14,11,25,-14,-1.04,-0.50,14.5,21.8,-7.3,-0.54,-0.46
609,Willian,br  BRA,FW,Fulham,34-186,1988,15,1134,76,57.3,12.6,13,81,3,2,38,0,1.60,20,9,+11,+0.87,+1.83,18.7,17.6,+1.0,+0.08,+1.01
610,Joe Willock,eng  ENG,MF,Newcastle Utd,23-175,1999,21,1564,74,82.8,17.4,19,79,5,2,29,0,1.90,30,11,+19,+1.09,+0.27,28.7,15.9,+12.8,+0.74,+0.10
611,Callum Wilson,eng  ENG,FW,Newcastle Utd,30-349,1992,16,1128,71,59.7,12.5,14,78,1,2,21,0,2.13,23,6,+17,+1.36,+0.77,20.3,11.2,+9.1,+0.73,+0.01
612,Harry Wilson,wls  WAL,FW,Fulham,25-326,1997,13,347,27,17.5,3.9,3,65,0,10,15,1,1.38,3,4,-1,-0.26,-0.42,4.7,5.8,-1.1,-0.28,+0.09
613,Josh Wilson-Esbrand,eng  ENG,DF,Manchester City,20-047,2002,0,,,,,0,,0,0,,8,,,,,,,,,,,
614,Yoane Wissa,cd  COD,FW,Brentford,26-161,1996,21,917,44,48.5,10.2,9,76,1,12,20,0,1.57,16,11,+5,+0.49,+0.31,16.0,12.5,+3.4,+0.34,+0.36
615,Maximilian Wöber,at  AUT,DF,Leeds United,25-007,1998,4,295,74,15.6,3.3,3,90,3,1,25,0,0.50,3,3,0,0.00,+0.45,2.7,3.4,-0.7,-0.21,+0.03
616,Joe Wormleighton,eng  ENG,MF,Leicester City,19-043,2003,0,,,,,0,,0,0,,1,,,,,,,,,,,
617,Joe Worrall,eng  ENG,DF,Nott'ham Forest,26-032,1997,16,1167,73,61.7,13.0,12,90,12,4,22,5,1.19,11,20,-9,-0.69,+0.43,16.1,20.8,-4.7,-0.36,+0.04
618,Granit Xhaka,ch  SUI,MF,Arsenal,30-137,1992,20,1706,85,94.8,19.0,20,85,17,0,,0,2.50,42,17,+25,+1.32,-1.55,35.8,17.9,+17.9,+0.94,-0.68
619,Yehor Yarmoliuk,ua  UKR,MF,Brentford,18-347,2004,0,,,,,0,,0,0,,3,,,,,,,,,,,
620,Ryan Yates,eng  ENG,MF,Nott'ham Forest,25-082,1997,18,1392,77,73.7,15.5,16,82,12,2,41,0,1.00,12,28,-16,-1.03,-0.67,16.8,22.8,-6.0,-0.39,-0.04
621,Ashley Young,eng  ENG,DF,Aston Villa,37-217,1985,17,1192,70,63.1,13.2,13,84,11,4,25,4,1.65,15,19,-4,-0.30,-0.04,16.7,19.6,-2.9,-0.22,-0.22
622,Kadan Young,eng  ENG,MF,Aston Villa,17-023,2006,0,,,,,0,,0,0,,4,,,,,,,,,,,
623,Wilfried Zaha,ci  CIV,"FW,MF",Crystal Palace,30-093,1992,19,1661,87,87.9,18.5,19,87,16,0,,0,1.26,16,23,-7,-0.38,+0.80,17.9,24.3,-6.3,-0.34,+1.12
624,Denis Zakaria,ch  SUI,MF,Chelsea,26-083,1996,4,286,72,15.1,3.2,4,72,1,0,,6,1.00,4,2,+2,+0.63,+0.69,4.6,3.8,+0.9,+0.27,+0.43
625,Jordan Zemura,zw  ZIM,DF,Bournemouth,23-089,1999,15,1127,75,59.6,12.5,13,83,10,2,23,5,0.93,9,25,-16,-1.28,-0.33,9.3,20.6,-11.3,-0.90,0.00
626,Oleksandr Zinchenko,ua  UKR,DF,Arsenal,26-058,1996,13,991,76,55.1,11.0,12,81,4,1,18,0,2.38,23,8,+15,+1.36,-0.08,22.0,10.4,+11.6,+1.05,+0.16
627,Hakim Ziyech,ma  MAR,"FW,MF",Chelsea,29-329,1993,11,487,44,25.8,5.4,5,79,2,6,15,8,0.82,3,5,-2,-0.37,-0.56,5.9,6.1,-0.1,-0.02,+0.09
628,Kurt Zouma,fr  FRA,DF,West Ham,28-107,1994,15,1274,85,67.4,14.2,15,85,14,0,,1,1.07,13,15,-2,-0.14,+0.74,17.8,14.2,+3.6,+0.25,+0.30
629,Martin Ødegaard,no  NOR,MF,Arsenal,24-056,1998,19,1594,84,88.6,17.7,19,84,5,0,,0,2.47,42,16,+26,+1.47,+0.59,35.8,17.2,+18.6,+1.05,+0.62
